,ID,Topic,Source,Question,Translation
74,Ne-ar-33	,Food,Arabic (Algeria)	, اغلب الناس بتتغداء الساعة كام في مصر؟ (استخدم الرقم بالساعه والدقيقه مثلا 09:00  صباحا او 06:00 مساءا),"When do people usually have lunch in Egypt? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
75,Ne-ar-34,Food,Arabic (Algeria)	,ايه الشي الاساسي الذي لا غني عنه في الوجبات في مصر؟,What is typically indispensable in meals in Egypt?
76,Ne-ar-37,Food,Arabic (Algeria)	,ايه الفاكهه اللي بتتقدم للسياح او الزوار الاجانب في مصر؟,Which fruit do people usually offer tourists/visitors from abroad in Egypt?
77,Ne-ar-38,Food,Arabic (Algeria)	,الناس عادة بتتصدّق بإيه أكل في مصر؟,Which food do people usually offer as charity in Egypt?
78,Ne-ar-39,Food,Arabic (Algeria)	,ايه ارخص  اكل للوجبات السريعه في مصر؟,What is the cheapest fast food in Egypt?
79,Ne-ar-43,Food,Arabic (Algeria)	,الناس بتاكل ايه جنب الشاي في مصر؟,What do people usually have with tea in Egypt?
80,Ne-ar-44,Food,Arabic (Algeria)	,الناس بتاكل ايه جنب القهوه في مصر؟,What do people have with coffee in Egypt?
81,New-am-02	,Food,Amharic (Ethiopia)	,اشهر اكله شعبي في مصر؟,What is the most popular traditional food in Egypt?
82,New-am-04	,Food,Amharic (Ethiopia)	,اشهر صوص في مصر؟,What is the most popular dipping sauce in Egypt?
83,New-am-08	,Food,Amharic (Ethiopia)	, إيه أكتر أكل بيتاكل في صيام المسيحيين في مصر؟,What food is most often consumed during Christian fasting in Egypt?
84,New-am-15	,Food,Amharic (Ethiopia)	, بيتعمل أكل إيه لما الست تولّد في مصر؟,What food is usually prepared when mothers give birth in Egypt?
85,New-am-54	,Work life	,Amharic (Ethiopia)	,أنهي منطقة في مصر مشهورة بتربية المواشي؟,Which region in Egypt is widely known for its livestock industry?
86,New-am-60	,Work life	,Amharic (Ethiopia)	,انهي حيوان بيستخدم عاده في المواصلات في مصر؟,Which animal is typically used for transportation in Egypt?
87,New-am-73	,Family,Amharic (Ethiopia)	,ايه اشهر قناه علي اليوتيوب للاطفال في مصر؟,What is the most popular YouTube channel for children in Egypt?
88,New-am-74	,Family,Amharic (Ethiopia)	,ماهو اشهر برنامج حواري في مصر؟,What is the most popular talk show in Egypt?
89,New-am-81	,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	, ايه اكتر شهر فيه افراح كتير في مصر؟ (استخدم رقم مثلا 7),"What is the busiest month for weddings in Egypt? (Provide Arabic numerals (e.g., 7) only.)"
90,New-am-83	,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	,إيه أشهر آلة موسيقية شعبية في مصر؟,What is the most popular traditional musical instrument in Egypt?
91,New-as-01	,Food,Assamese (Assam), إيه أهم محصول زراعي بيتزرع في مصر؟,What is the main agricultural product produced in Egypt?
92,New-as-02	,Food,Assamese (Assam),ايه اكتر اكله مشهوره بالقمح في مصر؟,What is the most popular wheat-based food item in Egypt?
93,New-as-05	,Food,Assamese (Assam), إيه أشهر مشروب بيتقدّم للضيوف لما يزوروا بيت في مصر؟,What is the most typical drink offered to guests when they visit households in Egypt?
94,New-as-07	,Food,Assamese (Assam),ايه اشهر اكله بتتعمل بالسمك في مصر؟,What is the most popular dish cooked with fish in Egypt?
95,New-as-14	,Food,Assamese (Assam),الناس في مصر بتحب تاكل إيه لما الجو يبقى ممطر؟,What food do people from Egypt like to eat during rainy weather?
96,New-as-15	,Food,Assamese (Assam),إيه أشهر مشروب الناس بتشربه لما الجو يبقى حر في مصر ؟,What drink is commonly consumed in Egypt when the weather is hot?
97,New-as-64	,Family,Assamese (Assam),انهي عيد العيله كلها بتتجمع فيه في مصر؟,On which holiday do all family members tend to reunite in Egypt?
98,New-as-76	,Holidays/Celebration/Leisure        ,Assamese (Assam),ايه هي الالعاب التقليديه الي تلعبها العائلات خلال الاجازه في مصر؟,What traditional games do families play during traditional holidays in Egypt?
99,New-az-11	,Food,Azerbaijani (Azerbaijan)	,ايه اكتر فاكهه بتتاكل فالصيف في مصر؟,What fruit do people from Egypt often eat in the summer season?
100,New-az-12	,Food,Azerbaijani (Azerbaijan)	,أنهي منطقة في مصر مشهورة بالمأكولات البحرية؟,Which region in Egypt is known for its seafood?
101,New-az-27	,Sport,Azerbaijani (Azerbaijan)	,ايه اسرع رياضه انتشرت في مصر اخر عشر سنين؟,Which sport has been one of the fastest-growing in Egypt over the last decade?
102,New-az-39	,Education,Azerbaijani (Azerbaijan)	,ايه اكتر دوله الطلبه المصريين بيروحوا يدرسوا فيها بره؟,Which country is the most popular destination for students from Egypt studying abroad?
103,New-az-49	,Work life	,Azerbaijani (Azerbaijan)	,كام شخص بيشتغل في العيلة الواحدة في مصر؟ (استخدم رقم مثلا  1),"How many people work in a typical family in Egypt? (Provide Arabic numerals (e.g., 1) only.)"
104,New-az-60	,Family,Azerbaijani (Azerbaijan)	,في مصر مين اللي بيرعى الأطفال لما الأب والأم بيشتغلوا؟,"In Egypt, who takes care of kids when both parents are working?"
105,New-az-73	,Holidays/Celebration/Leisure	,Azerbaijani (Azerbaijan)	, كام شخص بيحضروا الفرح في مصر؟ (استخدم رقم مثلا  100),"How many people on average typically attend a wedding in Egypt? (Provide Arabic numerals (e.g., 100) only.)"
106,New-ch-01	,Food,Chinese (China),الناس بياكلوا ايه من لحم في الشوي في مصر؟,What kind of meat do people usually eat when they have barbecue in Egypt?
107,New-ch-02	,Food,Chinese (China), الناس عادة بتفطر الساعة كام في مصر؟ (استخدم الرقم  بالساعه والدقيقه مثلا 09:00  صباحا او 06:00 مساءا),"When do people usually have breakfast in Egypt? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
108,New-ch-04	,Food,Chinese (China),الناس عادة بتاكل إيه كوجبة خفيفة قبل النوم في مصر؟,What kinds of food do people usually eat for late-night snacks in Egypt?
109,New-ch-05	,Food,Chinese (China),إيه أشهر أكلة حارة في مصر؟,What is the most famous spicy dish in Egypt?
110,New-ch-08	,Food,Chinese (China),انهي بهار او توابل لازم تستخدم في الطبخ في مصر؟,What seasoning is indispensable in cooking in Egypt?
111,New-ch-09	,Food,Chinese (China),ايه الاكله اللي الناس بتاكولها فالجو الساقع في مصر؟,What food do people typically consume when the weather is cold in Egypt?
112,New-ch-14	,Food,Chinese (China),الناس بيأكلوا إيه لما يكونوا تعبانين في مصر؟,What foods do people usually eat when they are sick in Egypt?
113,New-ch-15	,Food,Chinese (China),الناس بيشتروا إيه أكل جاهز في السوبرماركت في مصر؟,What prepared/ready-to-eat food do people typically buy at supermarkets in Egypt?
114,New-ch-38	,Work life	,Chinese (China),أنهي مدن أو مناطق في مصر مشهورة بالتصدير والاستيراد؟,Which cities or regions are known for their import and export activities in Egypt?
115,New-ch-49	,Family,Chinese (China),ايه هي طريقه الاتصال المشهوره بين افراد العائله في مصر؟,What is the most common way for family members to communicate remotely in Egypt?
116,New-ch-51,Family,Chinese (China),اي نوع السكن اللي بيتحجز للرحلات العائليه في مصر؟,What form of accommodation is typically booked for family trips in Egypt?
117,New-ch-54,Family,Chinese (China),ايه الفاكهه اللي بتتجهز اكتر في عشاء العيله في مصر؟,Which fruit is usually prepared the most for family dinners in Egypt?
118,New-ch-66	,Education,Chinese (China), ماهي مصروفات الفصل الدراسي في الثانوي في المدارس الحكوميه في مصر؟ (استخدم رقم مثلا 300),"What is the typical tuition fee per semester for public high schools in Egypt? (Provide Arabic numerals (e.g., 300) only.)"
119,New-ch-71	,Education,Chinese (China), ماهو متوسط عدد الطلبه في الفصل في المدارس الثانويه في مصر؟ (استخدم رقم مثلا 20),"What is the average class size in high schools in Egypt? (Provide Arabic numerals (e.g., 20) only."
120,New-ch-72	,Education,Chinese (China),اي التخصص الذي يعتبر الاسهل في الجامعات  للتوظيف في مصر؟,Which major is considered most conducive to employment in Egypt?
121,New-ch-74	,Education,Chinese (China),اي نوع السكن اللي بيعيشوا فيه طلبه الجامعات في مصر؟,What types of accommodation do university students in Egypt typically live in?
122,New-ch-80	,Holidays/Celebration/Leisure	,Chinese (China),في اي اعياد الناس بيروحو يزوروا اماكن دينيه(مسجد،كنيسه،الخ)في مصر؟,"During which holidays do people typically visit religious sites (mosque, churches, etc.) in Egypt?"
123,New-ch-81,Holidays/Celebration/Leisure	,Chinese (China),إيه الهدايا التقليدية للبيت الجديد في مصر؟,What are the typical housewarming gifts in Egypt?
124,New-ch-82,Holidays/Celebration/Leisure	,Chinese (China), الأفراح عادة بتبدأ الساعة كام في مصر؟(استخدم الرقم  بالساعه والدقيقه مثلا 09:00  صباحا او 06:00 مساءا),"At what time do weddings typically start in Egypt? (Provide in HH:MM format  (e.g., 06:00PM, 09:00AM).)"
125,New-ch-83,Holidays/Celebration/Leisure	,Chinese (China),أنهي مدينة في مصر بتستضيف المهرجانات أكتر؟,Which city in Egypt hosts festivals the most?
126,New-en-02	,Food	,English (UK)	,إيه أكتر نكهة شيبسي/كريسبس مشهورة في مصر؟,What is the most popular chip/crisp flavour in Egypt?
127,New-en-05	,Food	,English (UK)	,إيه أكلة سريعة ورخيصة في مصر؟,Which food is a cost-effective and quick meal option in Egypt?
128,New-en-08	,Food	,English (UK)	,إيه أشهر ماركة شوكولاتة في مصر؟,What is the most popular chocolate brand in Egypt?
129,New-en-10	,Food	,English (UK)	,إيه أكتر نوع جبنة بيتاكل في مصر؟,What is the most eaten cheese in Egypt?
130,New-en-11	,Food	,English (UK)	,إيه أكتر خضار الناس مش بتحبه في مصر؟,What is the most disliked vegetable in Egypt?
131,New-en-17	,Sport,English (UK)	,إيه أكتر أدوات التشجيع المستخدمة من جمهور الرياضة في مصر؟,What are the most common cheering tools used by sports fans in Egypt?
132,New-en-19	,Sport,English (UK)	,إيه أشهر استاد رياضي في مصر؟,What is the most well known sporting stadium in Egypt?
133,New-en-38	,Work life	,English (UK)	,إيه الصناعات اللي معروف عنها ساعات شغل مرنة أكتر في مصر؟,Which industries are known for more flexible working hours in Egypt?
134,New-en-41	,Work life	,English (UK)	,مين أشهر وأنجح رائد أعمال في مصر؟,Who is the most well known and successful entrepreneur in Egypt?
135,New-en-47	,Family,English (UK)	,ايه اكتر حاجه موجوده في حديقه المنزل في مصر؟,What can typically be found in the back garden of houses in Egypt?
136,New-en-49	,Family,English (UK)	,إيه اسم أشهر عيلة في مصر؟,What is the name of the most famous family in Egypt?
137,New-en-50	,Family,English (UK)	,إيه أكتر لقب/اسم عيلة شائع في مصر؟,What is the most common family name in Egypt?
138,New-en-59	,Family,English (UK)	,ايه البلد اللي بتهاجر ليها اكثر العائلات المصريه؟,Which country is the most popular destination for families from Egypt to emigrate to?
139,New-en-68	,Education	,English (UK)	,ايه هي العواقب المترتبه عن السلوك السئ في المدارس المصريه؟,What repercussions are there for bad behavior in schools in Egypt?
140,New-en-69	,Education	,English (UK)	,مين الكتاب اللي بتدرس اعمالهم في حصص الادب في مصر؟,Which writers are commonly studied in literature class in Egypt?
141,New-en-72	,Education	,English (UK)	,إيه المصدر أونلاين اللي الطلبة غالبًا بيستخدموه عشان يذاكروا في مصر؟,Which online resource do students usually use to study in Egypt?
142,New-en-87	,Holidays/Celebration/Leisure	,English (UK)	,إيه أشهر معلم تاريخي في مصر؟,What is the most famous historic landmark in Egypt?
143,New-en-90	,Holidays/Celebration/Leisure	,English (UK)	,إيه أشهر علامة فندقية في مصر؟,What is the most famous hotel brand in Egypt?
144,New-gr-06	,Food,Greek (Greece)	,ايه الطعام المشهور بين الشباب في مصر؟,What is the most popular food in Egypt among young people?
145,New-gr-15	,Food,Greek (Greece)	,ايه اشهر طبق حلويات تقليدي في مصر؟,What is the most popular traditional dessert in Egypt?
146,New-gr-58	,Work life	,Greek (Greece)	,ايه اكتر وظيفه يعتبر اجرها منخفض في مصر؟,Which job is considered underpaid in Egypt?
147,New-gr-76	,Holidays/Celebration/Leisure	,Greek (Greece)	,ايه الطعام الذي يقدم في عيد القيامه في مصر؟,What is the most common food served during Easter in Egypt?
148,New-gr-89	,Holidays/Celebration/Leisure	,Greek (Greece)	,ايه المشروب اللي بيتقدم في الافراح في مصر؟,What drink is usually offered at weddings in Egypt?
149,New-ha-07	,Food,Hausa (Northern Nigeria)	,ايه الطعام اللي اصله من مصر وممكن تلاقيه في العالم كله؟,What food originated from Egypt and can be found all over the world?
150,New-ha-08	,Food,Hausa (Northern Nigeria)	,ايه الطعام اللي بيكرهوا الاطفال وبيحبوه كبار السن في مصر؟,What food is typically disliked by children but enjoyed by the elderly in Egypt?
151,New-ha-13	,Food,Hausa (Northern Nigeria)	,ايه اشهر نوع خضار في مصر؟,Which is the most popular vegetable in Egypt?
152,New-ha-66	,Family	,Hausa (Northern Nigeria)	,ايه اشهر قاعه لاقامه الافراح في مصر؟,What is the most popular wedding venue in Egypt?
153,New-in-33	,Work life	,Indonesian (Indonesia)	,ايه اكتر منطقه مصريه مشهوره باستخراج المعادن؟,What region in Egypt is usually associated with mining?
154,New-in-34	,Work life	,Indonesian (Indonesia)	,إيه منطقة في مصر عادة مرتبطة بالبترول؟,What region in Egypt is usually associated with oil?
155,New-in-62	,Education,Indonesian (Indonesia)	,ايه اشهر جامعه مصريه في تخصص الهندسه؟(استخدم الاسم الرسمي),What university in Egypt is popular because of its engineering major? (Provide the official name.)
156,New-in-63	,Education,Indonesian (Indonesia)	,ايه اشهر جامعه مصريه في تخصص الطب في مصر؟( استخدم الاسم الرسمي),What university in Egypt is popular because of its school of medicine? (Provide the official name.)
157,New-in-78	,Holidays/Celebration/Leisure	,Indonesian (Indonesia)	,ايه هي طريقه الدفع الاكتر استخداما في مصر؟,What is the most popular payment method in Egypt?
158,New-ko-01	,Family,Korean (Korea)	,ايه اشهر فيلم كارتون يشاهدو الاطفال بكثره في مصر؟,What is the most popular children's animation that is commonly watched by kids in Egypt?
159,New-ko-03	,Family,Korean (Korea)	,ايه اشهر اغنيه للاطفال بيغنوها العائلات معهم في مصر؟,What is the most popular children's song in Egypt that families sing together?
160,New-ko-04	,Family,Korean (Korea)	,ايه اشهر لعبه للاولاد في مصر؟,Which toys are most popular among boys in Egypt?
161,New-ko-05	,Family,Korean (Korea)	,ايه اشهر لعبه للبنات في مصر؟,Which toys are most popular among girls in Egypt?
162,New-ko-06	,Family,Korean (Korea)	,ايه اشهر قصه شعبيه بتتحكي للاطفال في مصر؟,What is the most popular folk tale in Egypt that is typically told to children?
163,New-ko-08	,Work life,Korean (Korea)	,اين يشتغل طلاب الجامعه بشكل جزئي بجانب الدراسه في مصر؟,Where do university students in Egypt tend to work part-time the most?
164,New-ko-10	,Work life,Korean (Korea)	,ايه الانشطه اللي بيقوم بيها الناس كعمل اضافي جنب الشغل في مصر؟,What are the most common activities people do as a side job in Egypt?
165,New-pe-06	,Food,Persian (Iran)	,ايه اشهر طاجن في مصر؟,What is the most popular stew in Egypt?
166,New-pe-11	,Food,Persian (Iran)	,ماهي التوابل او الاعشاب الاكثر استخداما في الاكل المصري؟,What is the most common spice/herb used in dishes from Egypt?
167,New-pe-49	,Family,Persian (Iran)	,أين تتجمع العائلات للصلاة معًا في مصر؟,Where do families gather to pray together in Egypt?
168,New-pe-53	,Family,Persian (Iran)	,ايه الهدايا اللي بيحصل عليها الاباء في  عيد الاب في مصر؟,What gifts do fathers get on Father's Day (or Parents' Day) in Egypt?
