Culturally irrelevant: questions hold no meaning in Egyptian culture.,,,,,
29,Ca-sp-05,Food,Spanish (Spain),"How many meals per day do people from Egypt usually have? (Provide Arabic numerals (e.g., 5) only.)",
33,Ca-sp-11,Food,Spanish (Spain),Which day of the week do people usually organize a family meal in Egypt?,friday
36,Ca-sp-21,Holidays/Celebration/Leisure,Spanish (Spain),At which month do people usually take holidays in Egypt? (Provide Arabic numerals (1~12) only.),thast the month evryone is completetly free
39,Ca-sp-41,Family,Spanish (Spain),Where do the dependent elderly usually live in Egypt?,no elderly care culture all stay home in a famly style living
43,Gu-ch-05,Sport,Chinese (China)	,What sports do seniors like the most in Egypt?,
44,Gu-ch-06,Sport,Chinese (China)	,What sports do men like to play the most in Egypt?,
49,Gu-ch-15,Sport,Chinese (China)	,What sports do male students in university like to play the most in Egypt?,
59,Ji-ko-03,Work life	,Korean (South Korea)	,Which region/city has the highest number of financial companies in Egypt?,
64,Ji-ko-15,Work life	,Korean (South Korea)	,"How long (in hours) is the typical lunch break in Egypt? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)""",
69,Ji-ko-25,Family,Korean (South Korea)	,What are the family-related holidays in Egypt?,
72,Ji-ko-28,Family,Korean (South Korea)	,When is the first day that people celebrate after a child is born in Egypt?,
74,Ji-ko-31,Education	,Korean (South Korea)	,Where do middle and high school students in Egypt usually study for exams?,
77,Ji-ko-35,Education	,Korean (South Korea)	,What is the most common form of private education in Egypt?,
79,Ji-ko-37,Education	,Korean (South Korea)	,What type of clothing do middle and high school students wear to school in Egypt?,
80,Ji-ko-38,Education	,Korean (South Korea)	,Which major is considered the most difficult to gain admission to in Egypt?,need the highest poin grade to get in
90,Jo-sp-13,Sport,Spanish (Spain),What is the most popular water sport in Egypt?,
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China)	,What are the specific decorations or symbols associated with the most biggest festival in Egypt?,
101,Jod-ch-01,Food,Chinese (China)	,What eating utensils do people commonly used in Egypt?,
113,Jod-ch-38,Sport,Chinese (China)	,What sports do men like to watch the most in Egypt?,
147,Kik-in-15	,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,What clothes do women usually wear on graduation commencement ceremony in Egypt?,
159,Kik-in-44	,Sport,Indonesian (Indonesia)	,What sport gets the most support from the government in Egypt?,
152,Kik-in-34,Sport,Indonesian (Indonesia)	,What sports are often broadcasted on national television in Egypt?,
156,Kik-in-38	,Sport,Indonesian (Indonesia)	,What are the names of soccer supporters in Egypt who are famous for their intense rivalry? (e.g. ___ vs ___),
155,Kik-in-37	,Sport,Indonesian (Indonesia)	,What soccer teams in Egypt are famous for their intense rivalry? (e.g. ___ vs ___),
170,Na-ko-17	,Sport,Korean (South Korea),What sports do male students enjoy during lunch time at school in Egypt?,
220,New-am-34	,Education,Amharic (Ethiopia)	,Where do most elementary school students prepare for their exams in Egypt?,
229,New-am-77	,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	,What is the most famous religious holiday in Egypt?,
239,New-as-29	,Sport,Assamese (Assam),What sport do men in Egypt like to watch?,
241,New-as-58	,Work life	,Assamese (Assam),What is the most popular beverage that people from Egypt like to drink in their workplace?,
320,New-en-55	,Family,English (UK)	,Which religion is most commonly practiced by families in Egypt?,
328,New-en-76	,Holidays/Celebration/Leisure	,English (UK)	,Which airport in Egypt is the busiest during the holiday season?,
348,New-ha-09	,Food,Hausa (Northern Nigeria)	,What cooking utensil is most commonly used in Egypt?,
350,New-ha-19	,Sport,Hausa (Northern Nigeria)	,Which animal is used for sports in Egypt?,
366,New-ko-07	,Holidays/Celebration/Leisure	,Korean (Korea)	,What is the customary symbol of condolence used at funerals in Egypt?,
359,New-in-80	,Holidays/Celebration/Leisure	,Indonesian (Indonesia)	,What is the most famous theme park in Egypt?,
392,New-spme-15	,Sport,Spanish (Mexico)	,What is the most popular sports drink in Egypt?,
399,New-spme-78	,Holidays/Celebration/Leisure	,Spanish (Mexico)	,What is the name of the song that is typically sung at birthday parties in Egypt?,
407,New-su-28	,Sport,Sundanese (West Java,What color is associated with the national soccer team of Egypt?,
408,New-su-33	,Education,Sundanese (West Java,What is the common dress code for school teachers in Egypt?,
410,New-su-42	,Education,Sundanese (West Java,What religion is mainly taught in schools in Egypt?,
419,New-su-75	,Family,Sundanese (West Java,What type of vehicle do most families in Egypt generally own?,
421,New-su-81	,Holidays/Celebration/Leisure	,Sundanese (West Java,What clothes do grooms usually wear at weddings in Egypt?,
422,New-su-82	,Holidays/Celebration/Leisure	,Sundanese (West Java,What clothes do brides usually wear at weddings in Egypt?,
425,New-su-88	,Holidays/Celebration/Leisure	,Sundanese (West Java,What is the most popular music genre among the younger population in Egypt?,
427,Ni-en-03	,Education	,English (UK)	,"At what age do people in Egypt typically go to university? (Provide Arabic numerals (e.g., 12) only.)",
432,Ni-en-13	,Education	,English (UK)	,"At what age do most people in Egypt graduate from university? (Provide Arabic numerals (e.g., 12) only.)",
449,Sa-en-16	,Sport,English (UK)	,What is the most popular soccer team among the people from Egypt?,
451,Sa-en-31	,Family	,English (UK)	,What is Egypt's most popular family pet?,
464,Ta-pe-25	,Sport,Persian (Iran)	,"What is the most famous rivalry in a national sports league in Egypt? (e.g., ___ vs ___)",
461,Ta-pe-21,Sport,Persian (Iran)	,Where do children usually play soccer in Egypt?,
465,Ta-pe-29	,Sport,Persian (Iran)	,Which professional sport is the highest paying in Egypt?,
472,Th-en-03	,Sport,English (US)	,What is the most popular professional sports league in Egypt?,
474,Th-en-09	,Sport,English (US)	,What is the most popular tournament in Egypt?,
476,Th-en-12	,Sport,English (US)	,In which sport has Egypt been most successful in international competitions?,
481,Th-en-24	,Work life	,English (US)	,What region in Egypt is a major hub for tech workers and start ups?,
489,Th-en-43	,Family,English (US)	,"How many cars are owned by a typical family in Egypt? (Provide Arabic numerals (e.g., 12) only.)",
492,Th-en-48	,Education	,English (US)	,What is the highest grade given to top-achieving high school students on assignments and exams in Egypt,
493,Th-en-49	,Education	,English (US)	,What is considered the most important exam for high school students in Egypt,
496,Th-en-58	,Education	,English (US)	,What is the most advanced math subject learned before university in Egypt,
497,Tmp-ar-01	,Education	,English (US)	,Where do university students in Egypt usually go to study for their final exams?,
25,An-ar-34,Sport,Arabic (Algeria),What is the most popular sport played in a team at school in Egypt?,
28,An-ar-43,Sport,Arabic (Algeria),What are the common places or venues where individuals in Egypt? usually gather to watch sports broadcasts?,
483,Th-en-35	,Family,English (US)	,"Which one of the daily meals is commonly shared with family members in Egypt? (e.g., breakfast, lunch, dinner)",
96,Jo-sp-32,Education	,Spanish (Spain),What sport do elementary school students tend to practice at school in Egypt?,
480,Th-en-22	,Work life	,English (US)	,What was the most catastrophic economic period for Egypt?,
361,New-ko-02	,Family,Korean (Korea)	,What is the most popular prenatal education activity for pregnant women in Egypt?,
268,New-ch-16	,Sport,Chinese (China),What is the most famous sports-related movie in Egypt?,
403,New-su-15	,Food,Sundanese (West Java,What is the most popular traditional non-alcoholic drink in Egypt?,
381,New-pe-65	,Education,Persian (Iran)	,"How many subjects are taught in middle schools in Egypt? (Provide Arabic numerals (e.g., 12) only.)",
46,Gu-ch-08,Sport,Chinese (China)	,What is the most popular sports among children in Egypt?,
47,Gu-ch-09,Sport,Chinese (China)	,What sports do women like to play the most in Egypt?,
82,Ji-ko-40,Education	,Korean (South Korea)	,What do high school students typically do during break time in schools in Egypt?,
7,Al-en-17,Education,English (US),What is a popular afterschool sport for elementary schools in Egypt?,
9,Al-en-19,Education,English (US),What is a popular second language for high school students in Egypt?,
75,Ji-ko-33,Education	,Korean (South Korea)	,Where do high school students in Egypt usually go after dinner?,
123,Jod-ch-58	,Work life	,Chinese (China)	,Which profession is the most respected in Egypt?,
128,Ki-pe-24	,Education,Persian (Iran),What language is taught in schools in Egypt besides English?,
178,Na-ko-26	,Sport,Korean (South Korea),Which country is considered the biggest rival in soccer matches for Egypt?,
192,Ne-ar-05	,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,What are the popular sports among the middle-aged population in Egypt?,
202,Ne-ar-24	,Work life,Arabic (Algeria)	,What is the most important national holiday in Egypt?,
277,New-ch-32	,Work life	,Chinese (China),What job do parents most hope their children will pursue in Egypt?,
281,New-ch-45	,Work life	,Chinese (China),"How long is the typical probation period for new employees before signing a formal contract in Egypt? (e.g., 1 month).",
300,New-ch-85	,Holidays/Celebration/Leisure	,Chinese (China),What color of clothing do people typically wear when attending funerals in Egypt?,
395,New-spme-60	,Family	,Spanish (Mexico)	,"Which day of the week do most families in Egypt practice religious activities? (e.g. Monday, Tuesday)",
444,Nu-in-11	,Education	,Indonesian (Indonesia)	,"At what time does elementary school start in Egypt? (Provide in HH:MM format (e.g., 18:00, 09:00).)",
499,Tmp-ar-04	,Education	,English (US)	,What do elementary students in Egypt usually do after school?,
56,Gu-ch-40,Education,Chinese (China)	,"What time do younger elementary school students finish school in Egypt? (Provide in HH:MM format (e.g., 18:00, 09:00).)""",
94,Jo-sp-21,Work life,Spanish (Spain),"What time, if any, do people usually leave work for lunch in Egypt? (Provide in HH:MM format (e.g., 18:00, 09:00).)",work is done before lunch time
426,Ni-en-02	,Education	,English (UK)	,"What time do middle school students in Egypt typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)",
8,Al-en-18,Education,English (US),For which subject do elementary students get private education in Egypt?,
,,,,,
,,,,,
Not viable: respondents are likely unable  to respond without external help.,,,,,
4,Al-en-08,Food,English (US),What are the most commonly eaten snacks at shopping malls in Egypt?,
5,Al-en-09,Food,English (US),What is a popular snack at an amusement park in Egypt?,no amusement parks in most regions
10,Al-en-21,Education,English (US),Which subject is the most important for gifted education in Egypt?,no gifted programs
19,Al-en-40,Holidays/Celebration/Leisure	,English (US),What is a popular outdoor place for families to have fun with little kids in Egypt?,no good translation for outside indoor
20,Al-en-43,Holidays/Celebration/Leisure	,English (US),What is a popular indoor activity for families in Egypt?,
26,An-ar-35,Sport,Arabic (Algeria),Who is the most popular sport commentator in Egypt?,
45,Gu-ch-07,Sport,Chinese (China)	,Who is the most famous basketball player in Egypt?,
48,Gu-ch-11,Sport,Chinese (China)	,What sports event has Egypt won the most gold medals at the Olympics?,
83,Ji-ko-41,Education	,Korean (South Korea)	,What kind of shoes do students wear in schools in Egypt?,
89,Jo-sp-09,Sport,Spanish (Spain),What sports are most associated with the upper class in Egypt?,
109,Jod-ch-16,Holidays/Celebration/Leisure        ,Chinese (China)	,What is the biggest festival in Egypt?,
116,Jod-ch-46	,Work life	,Chinese (China)	,"How long (in hours) do people usually take a break after lunch on a weekday in Egypt? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)",
153,Kik-in-35	,Sport,Indonesian (Indonesia)	,What sports were popular among people from Egypt during the COVID-19 pandemic?,
154,Kik-in-36	,Sport,Indonesian (Indonesia)	,Who is the most popular soccer coach in Egypt?,
157,Kik-in-40	,Sport,Indonesian (Indonesia)	,Who is the most famous male badminton player in Egypt?,
158,Kik-in-41	,Sport,Indonesian (Indonesia)	,Who is the most famous female badminton player in Egypt?,
172,Na-ko-19	,Sport,Korean (South Korea),Who is the most popular volleyball player in Egypt?,
175,Na-ko-23	,Sport,Korean (South Korea),What type of sports academies do children attend the most in Egypt?,
179,Na-ko-28	,Sport,Korean (South Korea),Who is the most popular winter sports player in Egypt?,
180,Na-ko-29	,Sport,Korean (South Korea),Who is the most famous swimmer in Egypt?,
209,Ne-ar-36,Food,Arabic (Algeria)	,What is a typical festive meal in Egypt?,
226,New-am-72	,Family,Amharic (Ethiopia)	,What is the most popular comic book for children to read in Egypt?,
249,New-az-21	,Sport,Azerbaijani (Azerbaijan)	,Which region in Egypt is the most popular skiing destination?,
250,New-az-26	,Sport,Azerbaijani (Azerbaijan)	,Who is the most popular martial arts player in Egypt?,
269,New-ch-17	,Sport,Chinese (China),What extreme sport do people generally wish to try the most in Egypt?,
271,New-ch-19	,Sport,Chinese (China),Which gymnastics event is the most popular to watch during competitions in Egypt?,
272,New-ch-23	,Sport,Chinese (China),Who is the most famous table tennis player in Egypt?,
273,New-ch-26	,Sport,Chinese (China),"In the Winter Olympics, which event is the most popular to watch in Egypt?",
274,New-ch-27	,Sport,Chinese (China),Who is the most famous boxer in Egypt?,
275,New-ch-30	,Sport,Chinese (China),Who is the most famous track and field athlete in Egypt?,
290,New-ch-73	,Education,Chinese (China),What type of clubs are most popular among university students in Egypt?,
293,New-ch-78	,Holidays/Celebration/Leisure	,Chinese (China),What leisure activities do retired women typically like in Egypt?,
294,New-ch-79	,Holidays/Celebration/Leisure	,Chinese (China),What leisure activities do retired men typically like in Egypt?,
305,New-en-07	,Food	,English (UK)	,What are the most popular cooking shows in Egypt?,
303,New-en-04	,Food	,English (UK)	,Who is a popular celebrity chef in Egypt?,
301,New-en-01	,Food	,English (UK)	,Which snack is eaten in the cinema in Egypt?,
309,New-en-12	,Food	,English (UK)	,What food is most commonly found in food courts in Egypt?,
311,New-en-18	,Sport,English (UK)	,What do fans bring with them when attending a live game in Egypt?,
313,New-en-23	,Sport,English (UK)	,Who is the most famous Paralympian in Egypt?,
329,New-en-79	,Holidays/Celebration/Leisure	,English (UK)	,Which region of Egypt is well known for its theatrical performances?,
330,New-en-87	,Holidays/Celebration/Leisure	,English (UK)	,What is the most famous historic landmark in Egypt?,
343,New-gr-82	,Holidays/Celebration/Leisure	,Greek (Greece)	,What is the most popular music genre among the elderly population in Egypt?,
338,New-gr-24	,Sport	,Greek (Greece)	,What is the most popular track and field sport in Egypt?,
270,New-ch-18	,Sport,Chinese (China),Which track and field event is the most popular to watch during competitions in Egypt?,
352,New-in-01	,Food	,Indonesian (Indonesia)	,Which coffee shop brand is the most popular in Egypt?,
353,New-in-03	,Food	,Indonesian (Indonesia)	,What type of food from Egypt is typically served in restaurants overseas?,
368,New-ko-09	,Work life,Korean (Korea)	,What are the most frequently practiced team-building activities in companies based in Egypt?,
374,New-pe-20	,Sport,Persian (Iran)	,What sport is popular to play on the beach in Egypt?,
394,New-spme-37	,Education,Spanish (Mexico)	,Which profession is most commonly studied abroad by students from Egypt?,
404,New-su-17	,Sport,Sundanese (West Java,What sports facilities are generally available in parks in Egypt?,
405,New-su-21	,Sport,Sundanese (West Java,What are the common activities that seniors usually do in parks in Egypt?,
406,New-su-24	,Sport,Sundanese (West Java,What sports do parents and children commonly play together in Egypt?,
409,New-su-34	,Education,Sundanese (West Java,What is the most popular extracurricular activity related to music in schools in Egypt?,
412,New-su-50	,Work life	,Sundanese (West Java,What is the main occupation of people in mountainous areas in Egypt?,
440,Ni-en-40	,Holidays/Celebration/Leisure	,English (UK)	,What is the most popular Christmas song in Egypt?,
450,Sa-en-22	,Sport,English (UK)	,What is the most famous university in Egypt known for its sports team?,
453,Sa-en-37	,Family	,English (UK)	,What is the most popular family boardgame in Egypt?,
460,Ta-pe-17	,Sport,Persian (Iran)	,"In the Olympic Games, which sport is the most popular in Egypt?",
462,Ta-pe-22	,Sport,Persian (Iran)	,Which daily exercise is popular among women in Egypt?,
463,Ta-pe-23	,Sport,Persian (Iran)	,Which daily exercise is popular among men in Egypt?,
467,Ta-pe-32	,Holidays/Celebration/Leisure	,Persian (Iran)	,What day of the year is usually dedicated to fireworks in Egypt?,
473,Th-en-05	,Sport,English (US)	,What is the most popular women's sports team in Egypt?,
477,Th-en-15	,Sport,English (US)	,What is the most popular winter sport in Egypt?,
486,Th-en-38	,Family,English (US)	,What is the most important family holiday in Egypt?,
495,Th-en-53	,Education	,English (US)	,What is the most popular extracurricular social event at schools in Egypt,
57,Gu-ch-41,Education,Chinese (China)	,"How many musical instruments do elementary school students in Egypt typically play? (Provide Arabic numerals (e.g., 12) only.)",
78,Ji-ko-36,Education	,Korean (South Korea)	,Which subject’s academy/private educational institute do middle or high students most frequently attend in Egypt?,
81,Ji-ko-39,Education	,Korean (South Korea)	,What is the most commonly learned musical instrument by elementary school students in Egypt?,
370,New-pe-02	,Food,Persian (Iran)	,What is the most famous edible souvenir for tourists in Egypt?,
385,New-pe-78	,Holidays/Celebration/Leisure	,Persian (Iran)	,What is the name of the most famous film festival held in Egypt?,
388,New-pe-86	,Holidays/Celebration/Leisure	,Persian (Iran)	,What is the name of the most famous tower in Egypt?,
479,Th-en-21	,Work life	,English (US)	,What is regarded as the most important perk typically offered to employees in Egypt?,
445,Nu-in-20	,Family	,Indonesian (Indonesia)	,"When is Children's Day celebrated in Egypt? (Provide in MM/DD format (e.g., 12/31).)",
413,New-su-51	,Work life	,Sundanese (West Java,What is the main occupation of people in coastal areas in Egypt?,
68,Ji-ko-24,Family,Korean (South Korea)	,What is the most preferred recreational facility among children in Egypt?,
91,Jo-sp-14,Sport,Spanish (Spain),What is the most popular mental sport in Egypt?,
132,Ki-pe-36	,Food	,Persian (Iran),"Except the food original from Egypt, which country's food is more popular in Egypt?",
9,Al-en-19,Education,English (US),What is a popular second language for high school students in Egypt?,
174,Na-ko-22	,Sport,Korean (South Korea),What is the most common sport girls participate in during physical education classes in Egypt?,
220,New-am-34	,Education,Amharic (Ethiopia)	,Who is the most popular female sportperson in Egypt?,
