,ID,Topic,Source,Question,Translation
12,EG-DIA-13,Education	,Korean (South Korea)	,كيف يذهب طلاب المرحلة الابتدائية إلى المدرسة في سيناء؟,How do elementary school students in Sinai go to school?
13,EG-DIA-14,Education	,Korean (South Korea)	,ما هي المنطقة داخل المدينة التي تشهد أكبر اهتمامٍ بالدراسة في سيناء؟,Which region (within a city) in Sinai has the highest academic fervor?
14,EG-DIA-15,Sport,Spanish (Spain),ما هي أشهر رياضة تُلعب بدون كرة في سيناء؟,What is the most popular sport played without a ball in Sinai?
15,EG-DIA-16,Food,Chinese (China)	,ما هو المشروب الغازي الذي يفضله الناس في سيناء؟,What soft drink do people in Sinai like to have?
16,EG-DIA-17,Food,Chinese (China)	,ماهو الحساء الذي يحبه الناس في سيناء؟,What kind of soup do people from Sinai like to have?
17,EG-DIA-18,Food,Chinese (China)	,ما هي الأكلات الشعبية التي يحب أهل سيناء تناولها؟,What street food do people from Sinai like to eat?
18,EG-DIA-19,Food,Chinese (China)	,ما هي المأكولات البحرية التي يحبها أهل سيناء؟,What kind of seafood do people from Sinai like to eat
19,EG-DIA-20,Holidays/Celebration/Leisure,Chinese (China)	,ما هي وسيلة النقل العمومي الأكثر استخداما عند السفر بين المدن في سيناء؟,What is the most commonly used public transport by people when travelling between cites in Sinai?
20,EG-DIA-21,Holidays/Celebration/Leisure        ,Chinese (China)	,ما هي النشاطات الترفيهية التي تمارسها النساء في العشرينات عادة في سيناء؟,What is the common leisure activity that females in their 20s in Sinai engage in?
21,EG-DIA-22,Holidays/Celebration/Leisure	,Chinese (China)	,ما هي النشاطات الترفيهية التي يمارسها الرجال في العشرينات عادة في سيناء؟,What is the common leisure activity that males in their 20s in Sinai engage in?
22,EG-DIA-23,Work life	,Chinese (China)	,ماذا يتغذى الناس خلال أيام العمل عادة في سيناء؟,What do people eat for lunch during the working days in Sinai?
23,EG-DIA-24,Work life	,Chinese (China)	,ما هو متوسط  مدة التنقل للعمل في سيناء؟,"What is the average commute time (in minutes) for people in Sinai? (Provide Arabic numerals (e.g., 1) only.)"
24,EG-DIA-25,Work life	,Chinese (China)	,ما هي وسيلة النقل للذهاب إلى العمل الأكثر استعمالاً في سيناء؟,What is the most common transportation that people take to get to work in Sinai?
25,EG-DIA-26,Food	,Persian (Iran),ما هي الأطعمة التي يعدّها الناس للضيوف في سيناء؟,What food do the hosts usually prepare for the guests in Sinai?
26,EG-DIA-27,Food	,Persian (Iran),ما هو المشروب المعتاد في وجبة فطور الصباح في سيناء؟,What is the usual drink consumed during breakfast in Sinai?
27,EG-DIA-28,Food	,Persian (Iran),ما هي الأطعمة التي يحضرها الناس عادة لنزهة عائلية في سيناء؟,What food is usually prepared for a family picnic in Sinai?
28,EG-DIA-29,Food	,Persian (Iran),ما هو الطعام في سيناء الذي قد يعتبره الآخرون مقززًا؟,Which food from Sinai is considered disgusting by the rest of the world?
29,EG-DIA-30,Food	,Persian (Iran),ما هو اسم الخبز الشعبي في سيناء؟,What is the name of the popular bread in Sinai?
30,EG-DIA-31,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,ماذا يقام عادة قبل الزفاف في سيناء؟,What event is usually held before a wedding in Sinai?
31,EG-DIA-32,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,ما هي الأنشطة التي تُمارس عادة في الأيام التي تسبق رمضان في سيناء؟,What activities are usually done days before Ramadan in Sinai?
32,EG-DIA-33,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,ما هو أشهر معلم سياحي للزوار الأجانب في سيناء؟,What is the most popular tourist attraction for foreign visitors in Sinai?
33,EG-DIA-34,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,ما هي أشهر المواقع الدينية (معبد، كنيسة، إلخ) للسياحة في سيناء؟,"What is the most popular religious sites (mosque, church, temple, etc.) for tourism in Sinai?"
34,EG-DIA-35,Food	,Indonesian (Indonesia)	,ما هو المشروب المستهلك بكثرة عندما يكون الطقس باردا في سيناء؟,What drink is commonly consumed in Sinai when the weather is cold?
35,EG-DIA-36,Food	,Indonesian (Indonesia)	,ماهو نوع الفواكه الذي يُباع ويُوجد بكثرة خلال شهر رمضان في سيناء؟,What fruit is more commonly sold and found during Ramadan in Sinai?
36,EG-DIA-37,Food	,Indonesian (Indonesia)	,ما هي الكربوهيدرات التي تقدم عادة مع الدجاج في مطاعم الوجبات السريعة في سيناء؟,What carbohydrate is usually served with chicken in a fast-food restaurant in Sinai?
37,EG-DIA-38,Sport,Indonesian (Indonesia)	,ما هي المرافق الرياضية المتوفرة عادة في مدارس سيناء؟,What sports field facilities are usually available at schools in Sinai?
38,EG-DIA-39,Food	,Korean (South Korea),ماهو المشروب الذي يستمتع به أهل سيناء عادة في المقاهي؟,What cafe beverage do people from Sinai most commonly enjoy?
39,EG-DIA-40,Food	,Korean (South Korea),ما هو الطعام الذي يطلبه الكثيرون في سيناء؟,What is the typical delivery food in Sinai?
40,EG-DIA-41,Food	,Korean (South Korea),ماهو نوع اللحوم الأكثر استهلاكا في سيناء؟,What type of meat is consumed most by people from Sinai?
41,EG-DIA-42,Food	,Korean (South Korea),ما هو المشروب الذي يستمتع به أهل سيناء عادة في المقاهي؟,What fruit do people from Sinai  often eat in the autumn season?
42,EG-DIA-43,Food	,Korean (South Korea),ما هو الطبق الجانبي الأكثر شيوعاً في سيناء؟,What side dish is the most commonly served on a dining table in Sinai?
43,EG-DIA-44,Food	,Korean (South Korea),ماذا يأكل الناس أثناء مشاهدة مباراة كرة قدم في سيناء؟,What do people from Sinai eat while watching a football game?
44,EG-DIA-45,Food	,Korean (South Korea),ما هو الطعام المغذي الذي يمثل سيناء؟,What is the representative nourishing food in Sinai?
45,EG-DIA-46,Sport,Korean (South Korea),من هو/هي أشهر لاعب/لاعبة كرة قدم في سيناء؟,Who is the most famous football player in Sinai?
46,EG-DIA-47,Sport,Korean (South Korea),ما هو الحدث الرياضي الذي يتابعه أهل سيناء بشغف في المنافسات الدولية؟,What sports event do people from Sinai passionately support the most in international competitions?
47,EG-DIA-48,Sport,Korean (South Korea),ما هو الطعام الذي يتناوله الناس في الملاعب الرياضية أثناء مشاهدة المباريات في سيناء؟,What is the most commonly eaten food in sports stadiums while watching games in Sinai?
48,EG-DIA-49,Sport,Korean (South Korea),ما هي اللعبة الإلكترونية الأكثر شعبيةً في سيناء؟,What is the most popular online game in Sinai?
49,EG-DIA-50,Holidays/Celebration/Leisure        ,Korean (South Korea),ما هو أشهر مكان يقضي فيه أهل سيناء عطلتهم داخل الوطن؟,What is the most popular domestic vacation spot for people from Sinai?
50,EG-DIA-51,Holidays/Celebration/Leisure        ,Korean (South Korea),ما هي أكثر هدية زواج شيوعا بين العروس والعريس في سيناء؟,What is the most common wedding gift between bride and groom in Sinai?
51,EG-DIA-52,Holidays/Celebration/Leisure        ,Korean (South Korea),ما الذي يُهدى عادة لتهنئة صديق عند حضور زفافه في سيناء؟,What is typically given as a congratulatory gesture when attending a friend's wedding in Sinai?
52,EG-DIA-53,Holidays/Celebration/Leisure        ,Korean (South Korea),ماهي الهدية التي يجب تقديمها عند حضور جنازة في سيناء؟,What should you prepare as a condolence offering when attending a funeral in Sinai?
53,EG-DIA-54,Holidays/Celebration/Leisure        ,Korean (South Korea),ماهو الطعام الذي يقدم عادة في مراسم الجنازات في سيناء؟,What type of food is commonly provided at funeral parlors in Sinai?
54,EG-DIA-55,Holidays/Celebration/Leisure        ,Korean (South Korea),ما هو اليوم الذي تشهد فيه سيناء أشد ازدحام مروري على الصعيد الوطني؟,When is the day with Sinai's most severe nationwide traffic congestion?
55,EG-DIA-56,Holidays/Celebration/Leisure        ,Korean (South Korea),ما هي أشهر وجهة شهر عسل في سيناء؟,What is the most popular honeymoon destination in Sinai?
56,EG-DIA-57,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,ما الذي يأكله أهل سيناء خلال شهر رمضان؟,What do people from Sinai eat in Ramadan?
57,EG-DIA-58,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,ما الذي يأكله أهل سيناء في عيد الفطر؟,What do people from Sinai eat in Eid ul Fitr?
58,EG-DIA-59,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,ماذا يأكل أهل سيناء في عيد الأضحى؟,What do people from Sinai eat in Eid ul Adha?
59,EG-DIA-60,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,أين تجتمع العائلة للاحتفال بعيد الفطر في سيناء؟,Where do a family gather for Eid festivities in Sinai?
60,EG-DIA-61,Work life,Arabic (Algeria)	,ما هو العمل الذي يعتبر أكثر آمناً في سيناء؟,What is considered to be a secure job in Sinai?
61,EG-DIA-62,Food,Arabic (Algeria)	,ما هو أشهر طبق في سيناء؟,What is the most famous dish in Sinai?
62,EG-DIA-63,Food,Arabic (Algeria)	,ماذا يتناول الناس عادة للفطور في سيناء؟,What do people usually have for breakfast in Sinai?
63,EG-DIA-64,Food,Arabic (Algeria)	,متى يتناول الناس الغداء في سيناء عادة؟(قدّم الوقت بتنسيق الساعة:الدقيقة، مثل: 09:00 صباحًا، 06:00 مساءً).,"When do people usually have lunch in Sinai? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
64,EG-DIA-65,Food,Arabic (Algeria)	,ما هو الشيء الأساسي الذي لا غنى عنه في الوجبات في سيناء؟,What is typically indispensable in meals in Sinai?
65,EG-DIA-66,Food,Arabic (Algeria)	,أي نوع من الفواكه يقدمه الناس عادة للسياح/الزوار القادمين من الخارج في سيناء؟,Which fruit do people usually offer tourists/visitors from abroad in Sinai?
66,EG-DIA-67,Food,Arabic (Algeria)	,أي نوع من الطعام يقدمه الناس عادة كصدقة في سيناء؟,Which food do people usually offer as charity in Sinai?
67,EG-DIA-68,Food,Arabic (Algeria)	,ما هي أرخص الوجبات السريعة في سيناء؟,What is the cheapest fast food in Sinai?
68,EG-DIA-69,Food,Arabic (Algeria)	,ماذا يتناول الناس عادة مع الشاي في سيناء؟,What do people usually have with tea in Sinai?
69,EG-DIA-70,Food,Arabic (Algeria)	,ماذا يتناول الناس مع القهوة في سيناء؟,What do people have with coffee in Sinai?
70,EG-DIA-71,Food,Amharic (Ethiopia)	,ما هو أشهر طعام تقليدي في سيناء؟,What is the most popular traditional food in Sinai?
71,EG-DIA-72,Food,Amharic (Ethiopia)	,ما هي أشهر صلصة للتغميس في سيناء؟,What is the most popular dipping sauce in Sinai?
72,EG-DIA-73,Food,Amharic (Ethiopia)	,ما هو الطعام الأكثر استهلاكا خلال صيام المسيحيين في سيناء؟,What food is most often consumed during Christian fasting in Sinai?
73,EG-DIA-74,Food,Amharic (Ethiopia)	,ما هو الطعام الذي يُحضر عادةً عندما تلد الأمهات في سيناء؟,What food is usually prepared when mothers give birth in Sinai?
74,EG-DIA-75,Work life	,Amharic (Ethiopia)	,ما هو الحيوان  الذي يستخدم للنقل في سيناء؟,Which animal is typically used for transportation in Sinai?
75,EG-DIA-76,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	,ما هو أكثر شهر تقام فيه الأفراح في سيناء؟,"What is the busiest month for weddings in Sinai? (Provide Arabic numerals (e.g., 1) only.)"
76,EG-DIA-77,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	,ما هي الآلة الموسيقية التقليدية الأكثر شعبية في سيناء؟,What is the most popular traditional musical instrument in Sinai?
77,EG-DIA-78,Food,Assamese (Assam),ما هو المنتج الزراعي الرئيسي الذي يتم إنتاجه في سيناء؟,What is the main agricultural product produced in Sinai?
78,EG-DIA-79,Food,Assamese (Assam),ما هو أشهر طعام مصنوع من القمح في سيناء؟,What is the most popular wheat-based food item in Sinai?
79,EG-DIA-80,Food,Assamese (Assam),ما هو المشروب الذي يُقدم عادة للضيوف في سيناء؟,What is the most typical drink offered to guests when they visit households in Sinai?
80,EG-DIA-81,Food,Assamese (Assam),ما هو أشهر طبق سمك في سيناء؟,What is the most popular dish cooked with fish in Sinai?
81,EG-DIA-82,Food,Assamese (Assam),ما هي الأطعمة التي يفضلها أهل سيناء عندما يكون الطقس ممطرًا؟,What food do people from Sinai like to eat during rainy weather?
82,EG-DIA-83,Food,Assamese (Assam),ما هو المشروب الذي يستهلك بكثرة في سيناء عندما يكون الطقس حارا؟,What drink is commonly consumed in Sinai when the weather is hot?
83,EG-DIA-84,Family,Assamese (Assam),ماهو العيد الذي يجتمع فيه أفراد العائلة في سيناء؟,On which holiday do all family members tend to reunite in Sinai?
84,EG-DIA-85,Holidays/Celebration/Leisure        ,Assamese (Assam),ما هي الألعاب التقليدية التي تلعبها العائلات خلال العطل في سيناء؟,What traditional games do families play during traditional holidays in Sinai?
85,EG-DIA-86,Food,Azerbaijani (Azerbaijan)	,ما هي الفاكهة التي يتناولها أهل سيناء عادة في فصل الصيف؟,What fruit do people from Sinai often eat in the summer season?
86,EG-DIA-87,Food,Azerbaijani (Azerbaijan)	,ما هي المنطقة في سيناء المعروفة بمأكولاتها؟,Which region in Sinai is known for its seafood?
87,EG-DIA-88,Family,Azerbaijani (Azerbaijan)	,من الذي يعتني بالأطفال عادة عندما يعمل الوالدان في سيناء؟,"In Sinai, who takes care of kids when both parents are working?"
88,EG-DIA-89,Holidays/Celebration/Leisure	,Azerbaijani (Azerbaijan)	,ما هو متوسط عدد المدعوين لحفلات الزفاف في سيناء؟ (قدم الأرقام العربية فقط مثل، 1.),"How many people on average typically attend a wedding in Sinai? (Provide Arabic numerals (e.g., 1) only.)"
89,EG-DIA-90,Food,Chinese (China),ماهو نوع اللحوم الذي يُستعمل للشواء على الجمر بكثرة في سيناء؟,What kind of meat do people usually eat when they have barbecue in Sinai?
90,EG-DIA-91,Food,Chinese (China),متى يتناول الناس عادة وجبة الإفطار في سيناء؟ (قدّم الوقت بتنسيق الساعة:الدقيقة، مثل: 09:00 صباحًا، 06:00 مساءً).,"When do people usually have breakfast in Sinai? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
91,EG-DIA-92,Food,Chinese (China),ما الذي يتناوله الناس كوجبات خفيفة في آخر الليل عادة في سيناء؟,What kinds of food do people usually eat for late-night snacks in Sinai?
92,EG-DIA-93,Food,Chinese (China),ما هو أشهر طبق حار في سيناء؟,What is the most famous spicy dish in Sinai?
93,EG-DIA-94,Food,Chinese (China),ما هي التوابل الأساسية للطبخ في سيناء؟,What seasoning is indispensable in cooking in Sinai?
94,EG-DIA-95,Food,Chinese (China),ما هي الأطعمة التي يستهلكها الناس عندما يكون الطقس باردا في سيناء؟,What food do people typically consume when the weather is cold in Sinai?
95,EG-DIA-96,Food,Chinese (China),ما هي الأطعمة التي يتناولها أهل سيناء عادة عند المرض؟,What foods do people usually eat when they are sick in Sinai?
96,EG-DIA-97,Food,Chinese (China),ما هي الأطعمة الجاهزة التي يشتريها أهل سيناء من السوبرماركت عادة؟,What prepared/ready-to-eat food do people typically buy at supermarkets in Sinai?
97,EG-DIA-98,Work life	,Chinese (China),ماهي المدن أو المناطق المعروفة بالإستيراد والتصدير في سيناء؟,Which cities or regions are known for their import and export activities in Sinai?
98,EG-DIA-99,Family,Chinese (China),ما هي طريقة الإتصال عن بعد الأكثر شيوعًا بين أفراد العائلة في سيناء؟,What is the most common way for family members to communicate remotely in Sinai?
99,EG-DIA-100,Family,Chinese (China),ماهي أماكن الإقامة التي يتم عادة حجزها للرحلات العائلية في سيناء؟,What form of accommodation is typically booked for family trips in Sinai?
100,EG-DIA-101,Family,Chinese (China),ماهي الفاكهة التي يتم تحضيرها بكثرة لعشاء العائلات في سيناء؟,Which fruit is usually prepared the most for family dinners in Sinai?
101,EG-DIA-102,Education,Chinese (China),ماهو التخصص  الذي يعتبرالأسهل للتوظيف في سيناء؟,Which major is considered most conducive to employment in Sinai?
102,EG-DIA-103,Education,Chinese (China),أين يعيش معظم طلاب الجامعة في سيناء؟,What types of accommodation do university students in Sinai typically live in?
103,EG-DIA-104,Holidays/Celebration/Leisure	,Chinese (China),ما هي الأعياد التي يزور فيها الناس الأماكن الدينية (المعابد، الكنائس، إلخ) في سيناء؟,"During which holidays do people typically visit religious sites (mosque, churches, etc.) in Sinai?"
104,EG-DIA-105,Holidays/Celebration/Leisure	,Chinese (China),ما هي الهدايا التي تقدم عند زيارة بيت جديد في سيناء؟,What are the typical housewarming gifts in Sinai?
105,EG-DIA-106,Holidays/Celebration/Leisure	,Chinese (China),متى تبدأ حفلات الزفاف عادة في سيناء؟ (قدّم الوقت بتنسيق الساعة:الدقيقة، مثل: 09:00 صباحًا، 06:00 مساءً).,"At what time do weddings typically start in Sinai? (Provide in HH:MM format  (e.g., 06:00PM, 09:00AM).)"
106,EG-DIA-107,Holidays/Celebration/Leisure	,Chinese (China),ما هي المدينة أو المنطقة في سيناء التي تستضيف أكبر عدد من الأعياد والمهرجانات؟,Which city in Sinai hosts festivals the most?
107,EG-DIA-108,Food	,English (UK)	,ما هي نكهة الشيبس/الكريسب الأكثر شعبية في سيناء؟,What is the most popular chip/crisp flavour in Sinai?
108,EG-DIA-109,Food	,English (UK)	,ما هو إسم الوجبة السريعة الاقتصادية في سيناء؟,Which food is a cost-effective and quick meal option in Sinai?
109,EG-DIA-110,Food	,English (UK)	,ما هي أشهر ماركة شوكولاتة في سيناء؟,What is the most popular chocolate brand in Sinai?
110,EG-DIA-111,Food	,English (UK)	,ما هو الجبن الأكثر استهلاكا في سيناء؟,What is the most eaten cheese in Sinai?
111,EG-DIA-112,Food	,English (UK)	,ما هي الخضار الأقل  استحسانا بين الناس في سيناء؟,What is the most disliked vegetable in Sinai?
112,EG-DIA-113,Sport,English (UK)	,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في سيناء؟,What are the most common cheering tools used by sports fans in Sinai?
113,EG-DIA-114,Work life	,English (UK)	,من هو أشهر وأنجح رائد أعمال في سيناء؟,Who is the most well known and successful entrepreneur in Sinai?
114,EG-DIA-115,Family,English (UK)	,ما الذي يمكن أن نجده عادة في حديقة المنزل الخلفية في سيناء؟,What can typically be found in the back garden of houses in Sinai?
115,EG-DIA-116,Family,English (UK)	,ما هو اسم أشهر عائلة في سيناء؟,What is the name of the most famous family in Sinai?
116,EG-DIA-117,Family,English (UK)	,ما هو أكثر اسماء العائلة شيوعًا في سيناء؟,What is the most common family name in Sinai?
117,EG-DIA-118,Education	,English (UK)	,ما هي العواقب المترتبة على السلوك السيئ في مدارس سيناء؟,What repercussions are there for bad behavior in schools in Sinai?
118,EG-DIA-119,Education	,English (UK)	,من هم الكتّاب الذين تدرس أعمالهم في حصص الأدب في سيناء؟,Which writers are commonly studied in literature class in Sinai?
119,EG-DIA-120,Education	,English (UK)	,ماهو المصدر الإلكتروني الذي يستخدمه الطلاب للدراسة في سيناء؟,Which online resource do students usually use to study in Sinai?
120,EG-DIA-121,Holidays/Celebration/Leisure	,English (UK)	,ما هو أشهر معلم تاريخي في سيناء؟,What is the most famous historic landmark in Sinai?
121,EG-DIA-122,Food,Greek (Greece)	,ما هو الطعام الأكثر شعبية بين الشباب في سيناء؟,What is the most popular food in Sinai among young people?
122,EG-DIA-123,Food,Greek (Greece)	,ما هي أشهر طبق حلويات تقليدي في سيناء؟,What is the most popular traditional dessert in Sinai?
123,EG-DIA-124,Work life	,Greek (Greece)	,ماهي الوظيفة التي  يعتبر أجرها منخفضا في سيناء؟,Which job is considered underpaid in Sinai?
124,EG-DIA-125,Holidays/Celebration/Leisure	,Greek (Greece)	,ما هو الطعام الذي يُقدم خلال عيد القيامة في سيناء؟,What is the most common food served during Easter in Sinai?
125,EG-DIA-126,Holidays/Celebration/Leisure	,Greek (Greece)	,ما هو المشروب الذي يُقدم في الأفراح في سيناء؟,What drink is usually offered at weddings in Sinai?
126,EG-DIA-127,Food,Hausa (Northern Nigeria)	,ما هو الطعام الذي يعود أصله إلى سيناء ويمكن العثور عليه في جميع أنحاء العالم؟,What food originated from Sinai and can be found all over the world?
127,EG-DIA-128,Food,Hausa (Northern Nigeria)	,ما هو الطعام الذي يكرهه الأطفال و يستمتع به كبار السن عادة في سيناء؟,What food is typically disliked by children but enjoyed by the elderly in Sinai?
128,EG-DIA-129,Food,Hausa (Northern Nigeria)	,ما هو نوع الخضار الأكثر شعبية في سيناء؟,Which is the most popular vegetable in Sinai?
129,EG-DIA-130,Family	,Hausa (Northern Nigeria)	,ما هو أشهر مكان لإقامة الأفراح في سيناء؟,What is the most popular wedding venue in Sinai?
130,EG-DIA-131,Education,Indonesian (Indonesia)	,ما هي الجامعة في سيناء المشهورة بتخصص الهندسة؟ (استعمل الاسم الرسمي.),What university in Sinai is popular because of its engineering major? (Provide the official name.)
131,EG-DIA-132,Education,Indonesian (Indonesia)	,ما هي الجامعة في سيناء المشهورة بتخصص الطب؟ (استعمل الاسم الرسمي.),What university in Sinai is popular because of its school of medicine? (Provide the official name.)
132,EG-DIA-133,Holidays/Celebration/Leisure	,Indonesian (Indonesia)	,ما هي طريقة الدفع الأكثر استعمالا في سيناء؟,What is the most popular payment method in Sinai?
133,EG-DIA-134,Family,Korean (Korea)	,ما هو أشهر فيلم كرتون يشاهده الأطفال في سيناء بكثرة؟,What is the most popular children's animation that is commonly watched by kids in Sinai?
134,EG-DIA-135,Family,Korean (Korea)	,ما هي أشهر أغنية للأطفال التي تغنيها العائلات معًا في سيناء؟,What is the most popular children's song in Sinai that families sing together?
135,EG-DIA-136,Family,Korean (Korea)	,ما هي الألعاب الأكثر شعبية بين الفتيان في سيناء؟,Which toys are most popular among boys in Sinai?
136,EG-DIA-137,Family,Korean (Korea)	,ما هي الألعاب الأكثر شعبية بين الفتيات في سيناء؟,Which toys are most popular among girls in Sinai?
137,EG-DIA-138,Family,Korean (Korea)	,ما هي أشهر قصة شعبية تُروى عادة للأطفال في سيناء؟,What is the most popular folk tale in Sinai that is typically told to children?
138,EG-DIA-139,Work life,Korean (Korea)	,أين يميل طلاب الجامعة  للعمل بدوام جزئي في سيناء؟,Where do university students in Sinai tend to work part-time the most?
139,EG-DIA-140,Work life,Korean (Korea)	,ما هي الأنشطة التي يقوم بها الناس كعمل إضافي في سيناء؟,What are the most common activities people do as a side job in Sinai?
140,EG-DIA-141,Food,Persian (Iran)	,ما هو أشهر طاجين في سيناء؟,What is the most popular stew in Sinai?
141,EG-DIA-142,Food,Persian (Iran)	,ما هي التوابل أو الأعشاب الأكثر استعمالًا في أطباق سيناء؟,What is the most common spice/herb used in dishes from Sinai?
142,EG-DIA-143,Family,Persian (Iran)	,أين تتجمع العائلات للصلاة معًا في سيناء؟,Where do families gather to pray together in Sinai?
143,EG-DIA-144,Family,Persian (Iran)	,ما هي الهدايا التي يحصل عليها الآباء في عيد الأب (أو عيد الوالدين) في سيناء؟,What gifts do fathers get on Father's Day (or Parents' Day) in Sinai?
144,EG-DIA-145,Family,Persian (Iran)	,ما هي الهدايا التي تحصل عليها الأمهات في عيد الأم (أو عيد الوالدين) في سيناء؟,What gifts do mothers get on Mother's Day (or Parents' Day) in Sinai?
145,EG-DIA-146,Family,Persian (Iran)	,في العائلة الواحدة في سيناء، ما عدد الأجيال التي تعيش معًا في منزل واحد؟ (استعمل الأرقام العربية فقط مثل 12.),"How many generations typically live together in a household in Sinai? (Provide Arabic numerals (e.g., 12) only.)"
146,EG-DIA-147,Holidays/Celebration/Leisure	,Persian (Iran)	,ما هي النشاطات التي يمكن القيام بها في الحدائق في سيناء؟,What is a popular activity to do in parks in Sinai?
147,EG-DIA-148,Holidays/Celebration/Leisure	,Persian (Iran)	,ما هي لعبة الورق الشعبية التي يتم لعبها خلال اللقاءات الاجتماعية في سيناء؟,What is the popular card game played during social gatherings in Sinai?
148,EG-DIA-149,Food	,Spanish (Mexico)	,ماهو المنتج الزراعي الذي يتم تصديره من سيناء؟,Which agricultural product is exported most often in Sinai?
149,EG-DIA-150,Food	,Spanish (Mexico)	,ما هي أشهر الحلويات في سيناء؟,What are the most popular sweets in Sinai?
150,EG-DIA-151,Education,Spanish (Mexico)	,ما هو متوسط مستوى التعليم في سيناء؟,What is the average education level for people in Sinai?
151,EG-DIA-152,Family	,Spanish (Mexico)	,ما هو المشروب الأكثر شعبية بين الأطفال في سيناء؟,What is the most popular beverage among children in Sinai?
152,EG-DIA-153,Food,Sundanese (West Java,ما هي الوجبات الخفيفة التي تباع عادة أمام المدارس في سيناء؟,What snacks are usually sold in front of schools in Sinai?
153,EG-DIA-154,Food,Sundanese (West Java,ماهو نوع الزيت الذي يستعمل عادة للطبخ في سيناء؟,What oil is usually used for cooking in Sinai?
154,EG-DIA-155,Food,Sundanese (West Java,ما هي الأطعمة التي تستهلكها النساء الحوامل في سيناء؟,What food is commonly consumed by pregnant women in Sinai?
155,EG-DIA-156,Work life	,Sundanese (West Java,ما هي المواشي الأكثر شيوعاً في سيناء؟,What is the most common livestock raised in Sinai?
156,EG-DIA-157,Work life	,Sundanese (West Java,ما هي الحيوانات التي تستخدم عادة في الزراعة في سيناء؟,What animals are commonly used for agriculture in Sinai?
157,EG-DIA-158,Work life	,Sundanese (West Java,ما الذي يرتديه الفلاحون لحماية أنفسهم من الحرارة أثناء الزراعة  في سيناء؟,What do farmers in Sinai typically wear to protect themselves from the heat whilst farming?
158,EG-DIA-159,Family,Sundanese (West Java,ماذا يهدي الآباء أبنائهم في أعياد ميلادهم في سيناء؟,What gifts do parents generally give to their children for their birthdays in Sinai?
159,EG-DIA-160,Holidays/Celebration/Leisure	,Sundanese (West Java,ما الذي يُهدى للأطفال خلال العيد عادةً في سيناء؟,What is usually given to the children during Eid in Sinai?
160,EG-DIA-161,Holidays/Celebration/Leisure	,Sundanese (West Java,ما هي الأطعمة التي تقدم عادة في الأفراح في سيناء؟,What food is usually served at weddings in Sinai?
161,EG-DIA-162,Holidays/Celebration/Leisure	,Sundanese (West Java,ما هو أشهر مبنى حكومي في سيناء؟,What is the most famous government building in Sinai?
