,ID,Topic,Source,Question,Translation
29,EG-DIA-30,Food	,Persian (Iran),إيه اسم العيش المشهور في الوجه البحري؟,What is the name of the popular bread in Lower Egypt?
30,EG-DIA-31,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,ايه الحفله اللي بتتعمل قبل الفرح في الوجه البحري؟,What event is usually held before a wedding in Lower Egypt?
31,EG-DIA-32,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,ايه هي الانشطه اللي بتتعمل قبل رمضان في الوجه البحري؟,What activities are usually done days before Ramadan in Lower Egypt?
32,EG-DIA-33,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,إيه أكتر مكان سياحي مشهور للزوار الأجانب في الوجه البحري؟,What is the most popular tourist attraction for foreign visitors in Lower Egypt?
33,EG-DIA-34,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,اكتر اماكن دينيه ( مثال مسجد،كنيسه،معبد) مشهوره للسياحه في الوجه البحري؟,"What is the most popular religious sites (mosque, church, temple, etc.) for tourism in Lower Egypt?"
34,EG-DIA-35,Food	,Indonesian (Indonesia)	,ايه اكتر مشروب بيتشرب  والجو ساقع في الوجه البحري؟,What drink is commonly consumed in Lower Egypt when the weather is cold?
35,EG-DIA-36,Food	,Indonesian (Indonesia)	,ايه اكتر فاكهه بتتباع ومتوفره في رمضان في الوجه البحري؟,What fruit is more commonly sold and found during Ramadan in Lower Egypt?
36,EG-DIA-37,Food	,Indonesian (Indonesia)	,ايه النشويات اللي بتتقدم مع الفراخ في المطاعم في الوجه البحري؟,What carbohydrate is usually served with chicken in a fast-food restaurant in Lower Egypt?
37,EG-DIA-38,Sport,Indonesian (Indonesia)	,عادة المدارس بيكون فيها إيه من ملاعب أو تجهيزات رياضية في الوجه البحري؟,What sports field facilities are usually available at schools in Lower Egypt?
38,EG-DIA-39,Food	,Korean (South Korea),إيه أكتر مشروب كافيه الناس في الوجه البحري بيستمتعوا بيه؟,What cafe beverage do people from Lower Egypt most commonly enjoy?
39,EG-DIA-40,Food	,Korean (South Korea),إيه أكتر أكل بيتعمل دليفري في الوجه البحري؟,What is the typical delivery food in Lower Egypt?
40,EG-DIA-41,Food	,Korean (South Korea),إيه أكتر نوع لحم الناس بتاكله في الوجه البحري؟,What type of meat is consumed most by people from Lower Egypt?
41,EG-DIA-42,Food	,Korean (South Korea), إيه أكتر فاكهة الناس بيأكلوها في الخريف في الوجه البحري؟,What fruit do people from Lower Egypt  often eat in the autumn season?
42,EG-DIA-43,Food	,Korean (South Korea),إيه أكتر طبق جانبي بيتقدم على السفرة في الوجه البحري؟,What side dish is the most commonly served on a dining table in Lower Egypt?
43,EG-DIA-44,Food	,Korean (South Korea),الناس بيأكلوا إيه وهما بيتفرجوا على ماتش كورة في الوجه البحري؟,What do people from Lower Egypt eat while watching a soccer game?
44,EG-DIA-45,Food	,Korean (South Korea),إيه أكتر أكل مغزي في الوجه البحري؟,What is the representative nourishing food in Lower Egypt?
45,EG-DIA-46,Sport,Korean (South Korea),مين اشهر لاعب كوره قدم في الوجه البحري؟,Who is the most famous soccer player in Lower Egypt?
46,EG-DIA-47,Sport,Korean (South Korea),إيه أكتر بطولة رياضية الناس في الوجه البحري بتحب تشجعها في البطولات الدولية؟,What sports event do people from Lower Egypt passionately support the most in international competitions?
47,EG-DIA-48,Sport,Korean (South Korea), إيه أكتر أكل الناس بتاكله في الاستاد وهي بتتفرج على الماتشات في الوجه البحري؟,What is the most commonly eaten food in sports stadiums while watching games in Lower Egypt?
48,EG-DIA-49,Sport,Korean (South Korea),اكتر لعبه إلكترونيه مشهوره في الوجه البحري؟,What is the most popular online game in Lower Egypt?
49,EG-DIA-50,Holidays/Celebration/Leisure        ,Korean (South Korea),إيه أكتر مكان سياحي جوه الوجه البحري الناس بتحب تروحه في الإجازات؟,What is the most popular domestic vacation spot for people from Lower Egypt?
50,EG-DIA-51,Holidays/Celebration/Leisure        ,Korean (South Korea), إيه أكتر هدية شائعة بين العريس والعروسة في الوجه البحري؟,What is the most common wedding gift between bride and groom in Lower Egypt?
51,EG-DIA-52,Holidays/Celebration/Leisure        ,Korean (South Korea),اكتر هديه بناخدها للعريس والعروسه في الوجه البحري؟,What is typically given as a congratulatory gesture when attending a friend's wedding in Lower Egypt?
52,EG-DIA-53,Holidays/Celebration/Leisure        ,Korean (South Korea),بيتاخد ايه واحنا رايحين العزا في الوجه البحري؟,What should you prepare as a condolence offering when attending a funeral in Lower Egypt?
53,EG-DIA-54,Holidays/Celebration/Leisure        ,Korean (South Korea),ايه الاكل اللي بيتقدم في العزا في الوجه البحري؟,What type of food is commonly provided at funeral parlors in Lower Egypt?
54,EG-DIA-55,Holidays/Celebration/Leisure        ,Korean (South Korea),ايه اكتر يوم بيكون شديد الزحام في الوجه البحري؟,When is the day with Lower Egypt's most severe nationwide traffic congestion?
55,EG-DIA-56,Holidays/Celebration/Leisure        ,Korean (South Korea),ايه اكتر مكان شهرعسل مشهور في الوجه البحري؟,What is the most popular honeymoon destination in Lower Egypt?
56,EG-DIA-57,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,الناس في الوجه البحري بياكلو ايه في رمضان؟,What do people from Lower Egypt eat in Ramadan?
57,EG-DIA-58,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,الناس في الوجه البحري بياكلوا ايه في عيد الفطر؟,What do people from Lower Egypt eat in Eid ul Fitr?
58,EG-DIA-59,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,الناس في الوجه البحري بياكلوا ايه في عيد الاضحي؟,What do people from Lower Egypt eat in Eid ul Adha?
59,EG-DIA-60,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,العائله بتتجمع فين للاحتفال بعيد الفطر في الوجه البحري؟,Where do a family gather for Eid festivities in Lower Egypt?
60,EG-DIA-61,Work life,Arabic (Algeria)	,ايه اكتر شغل بيخليك عايش في امان في الوجه البحري؟,What is considered to be a secure job in Lower Egypt?
61,EG-DIA-62,Food,Arabic (Algeria)	,ايه هي اشهر اكله في الوجه البحري؟,What is the most famous dish in Lower Egypt?
62,EG-DIA-63,Food,Arabic (Algeria)	,ايه اشهر اكله للفطار في الوجه البحري؟,What do people usually have for breakfast in Lower Egypt?
63,EG-DIA-64,Food,Arabic (Algeria)	,اغلب الناس بتتغداء الساعة كام في الوجه البحري؟ (استخدم الرقم بالساعه والدقيقه مثلا 09:00  صباحا او 06:00 مساءا),"When do people usually have lunch in Lower Egypt? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
64,EG-DIA-65,Food,Arabic (Algeria)	,ايه الشي الاساسي الذي لا غني عنه في الوجبات في الوجه البحري؟,What is typically indispensable in meals in Lower Egypt?
65,EG-DIA-66,Food,Arabic (Algeria)	,ايه الفاكهه اللي بتتقدم للسياح او الزوار الاجانب في الوجه البحري؟,Which fruit do people usually offer tourists/visitors from abroad in Lower Egypt?
66,EG-DIA-67,Food,Arabic (Algeria)	,الناس عادة بتتصدّق بإيه أكل في الوجه البحري؟,Which food do people usually offer as charity in Lower Egypt?
67,EG-DIA-68,Food,Arabic (Algeria)	,ايه ارخص  اكل للوجبات السريعه في الوجه البحري؟,What is the cheapest fast food in Lower Egypt?
68,EG-DIA-69,Food,Arabic (Algeria)	,الناس بتاكل ايه جنب الشاي في الوجه البحري؟,What do people usually have with tea in Lower Egypt?
69,EG-DIA-70,Food,Arabic (Algeria)	,الناس بتاكل ايه جنب القهوه في الوجه البحري؟,What do people have with coffee in Lower Egypt?
70,EG-DIA-71,Food,Amharic (Ethiopia)	,اشهر اكله شعبي في الوجه البحري؟,What is the most popular traditional food in Lower Egypt?
71,EG-DIA-72,Food,Amharic (Ethiopia)	,اشهر صوص في الوجه البحري؟,What is the most popular dipping sauce in Lower Egypt?
72,EG-DIA-73,Food,Amharic (Ethiopia)	, إيه أكتر أكل بيتاكل في صيام المسيحيين في الوجه البحري؟,What food is most often consumed during Christian fasting in Lower Egypt?
73,EG-DIA-74,Food,Amharic (Ethiopia)	, بيتعمل أكل إيه لما الست تولّد في الوجه البحري؟,What food is usually prepared when mothers give birth in Lower Egypt?
74,EG-DIA-75,Work life	,Amharic (Ethiopia)	,انهي حيوان بيستخدم عاده في المواصلات في الوجه البحري؟,Which animal is typically used for transportation in Lower Egypt?
75,EG-DIA-76,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	, ايه اكتر شهر فيه افراح كتير في الوجه البحري؟ (استخدم رقم مثلا 1),"What is the busiest month for weddings in Lower Egypt? (Provide Arabic numerals (e.g., 1) only.)"
76,EG-DIA-77,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	,إيه أشهر آلة موسيقية شعبية في الوجه البحري؟,What is the most popular traditional musical instrument in Lower Egypt?
77,EG-DIA-78,Food,Assamese (Assam), إيه أهم محصول زراعي بيتزرع في الوجه البحري؟,What is the main agricultural product produced in Lower Egypt?
78,EG-DIA-79,Food,Assamese (Assam),ايه اكتر اكله مشهوره بالقمح في الوجه البحري؟,What is the most popular wheat-based food item in Lower Egypt?
79,EG-DIA-80,Food,Assamese (Assam), إيه أشهر مشروب بيتقدّم للضيوف لما يزوروا بيت في الوجه البحري؟,What is the most typical drink offered to guests when they visit households in Lower Egypt?
80,EG-DIA-81,Food,Assamese (Assam),ايه اشهر اكله بتتعمل بالسمك في الوجه البحري؟,What is the most popular dish cooked with fish in Lower Egypt?
81,EG-DIA-82,Food,Assamese (Assam),الناس في الوجه البحري بتحب تاكل إيه لما الجو يبقى ممطر؟,What food do people from Lower Egypt like to eat during rainy weather?
82,EG-DIA-83,Food,Assamese (Assam),إيه أشهر مشروب الناس بتشربه لما الجو يبقى حر في الوجه البحري؟,What drink is commonly consumed in Lower Egypt when the weather is hot?
83,EG-DIA-84,Family,Assamese (Assam),انهي عيد العيله كلها بتتجمع فيه في الوجه البحري؟,On which holiday do all family members tend to reunite in Lower Egypt?
84,EG-DIA-85,Holidays/Celebration/Leisure        ,Assamese (Assam),ايه هي الالعاب التقليديه الي تلعبها العائلات خلال الاجازه في الوجه البحري؟,What traditional games do families play during traditional holidays in Lower Egypt?
85,EG-DIA-86,Food,Azerbaijani (Azerbaijan)	,ايه اكتر فاكهه بتتاكل فالصيف في الوجه البحري؟,What fruit do people from Lower Egypt often eat in the summer season?
86,EG-DIA-87,Food,Azerbaijani (Azerbaijan)	,أنهي منطقة في الوجه البحري مشهورة بالمأكولات البحرية؟,Which region in Lower Egypt is known for its seafood?
87,EG-DIA-88,Family,Azerbaijani (Azerbaijan)	,في الوجه البحري مين اللي بيرعى الأطفال لما الأب والأم بيشتغلوا؟,"In Lower Egypt, who takes care of kids when both parents are working?"
88,EG-DIA-89,Holidays/Celebration/Leisure	,Azerbaijani (Azerbaijan)	, كام شخص بيحضروا الفرح في الوجه البحري؟ (استخدم رقم مثلا 1),"How many people on average typically attend a wedding in Lower Egypt? (Provide Arabic numerals (e.g., 1) only.)"
89,EG-DIA-90,Food,Chinese (China),الناس بياكلوا ايه من لحم في الشوي في الوجه البحري؟,What kind of meat do people usually eat when they have barbecue in Lower Egypt?
90,EG-DIA-91,Food,Chinese (China), الناس عادة بتفطر الساعة كام في الوجه البحري؟ (استخدم الرقم  بالساعه والدقيقه مثلا 09:00  صباحا او 06:00 مساءا),"When do people usually have breakfast in Lower Egypt? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
91,EG-DIA-92,Food,Chinese (China),الناس عادة بتاكل إيه كوجبة خفيفة قبل النوم في الوجه البحري؟,What kinds of food do people usually eat for late-night snacks in Lower Egypt?
92,EG-DIA-93,Food,Chinese (China),إيه أشهر أكلة حارة في الوجه البحري؟,What is the most famous spicy dish in Lower Egypt?
93,EG-DIA-94,Food,Chinese (China),انهي بهار او توابل لازم تستخدم في الطبخ في الوجه البحري؟,What seasoning is indispensable in cooking in Lower Egypt?
94,EG-DIA-95,Food,Chinese (China),ايه الاكله اللي الناس بتاكولها فالجو الساقع في الوجه البحري؟,What food do people typically consume when the weather is cold in Lower Egypt?
95,EG-DIA-96,Food,Chinese (China),الناس بيأكلوا إيه لما يكونوا تعبانين في الوجه البحري؟,What foods do people usually eat when they are sick in Lower Egypt?
96,EG-DIA-97,Food,Chinese (China),الناس بيشتروا إيه أكل جاهز في السوبرماركت في الوجه البحري؟,What prepared/ready-to-eat food do people typically buy at supermarkets in Lower Egypt?
97,EG-DIA-98,Work life	,Chinese (China),أنهي مدن أو مناطق في الوجه البحري مشهورة بالتصدير والاستيراد؟,Which cities or regions are known for their import and export activities in Lower Egypt?
98,EG-DIA-99,Family,Chinese (China),ايه هي طريقه الاتصال المشهوره بين افراد العائله في الوجه البحري؟,What is the most common way for family members to communicate remotely in Lower Egypt?
99,EG-DIA-100,Family,Chinese (China),اي نوع السكن اللي بيتحجز للرحلات العائليه في الوجه البحري؟,What form of accommodation is typically booked for family trips in Lower Egypt?
100,EG-DIA-101,Family,Chinese (China),ايه الفاكهه اللي بتتجهز اكتر في عشاء العيله في الوجه البحري؟,Which fruit is usually prepared the most for family dinners in Lower Egypt?
101,EG-DIA-102,Education,Chinese (China),اي التخصص الذي يعتبر الاسهل في الجامعات  للتوظيف في الوجه البحري؟,Which major is considered most conducive to employment in Lower Egypt?
102,EG-DIA-103,Education,Chinese (China),اي نوع السكن اللي بيعيشوا فيه طلبه الجامعات في الوجه البحري؟,What types of accommodation do university students in Lower Egypt typically live in?
103,EG-DIA-104,Holidays/Celebration/Leisure	,Chinese (China),في اي اعياد الناس بيروحو يزوروا اماكن دينيه(مسجد،كنيسه،الخ)في الوجه البحري؟,"During which holidays do people typically visit religious sites (mosque, churches, etc.) in Lower Egypt?"
104,EG-DIA-105,Holidays/Celebration/Leisure	,Chinese (China),إيه الهدايا التقليدية للبيت الجديد في الوجه البحري؟,What are the typical housewarming gifts in Lower Egypt?
105,EG-DIA-106,Holidays/Celebration/Leisure	,Chinese (China), الأفراح عادة بتبدأ الساعة كام في الوجه البحري؟(استخدم الرقم  بالساعه والدقيقه مثلا 09:00  صباحا او 06:00 مساءا),"At what time do weddings typically start in Lower Egypt? (Provide in HH:MM format  (e.g., 06:00PM, 09:00AM).)"
106,EG-DIA-107,Holidays/Celebration/Leisure	,Chinese (China),أنهي مدينة في الوجه البحري بتستضيف المهرجانات أكتر؟,Which city in Lower Egypt hosts festivals the most?
107,EG-DIA-108,Food	,English (UK)	,إيه أكتر نكهة شيبسي/كريسبس مشهورة في الوجه البحري؟,What is the most popular chip/crisp flavour in Lower Egypt?
108,EG-DIA-109,Food	,English (UK)	,إيه أكلة سريعة ورخيصة في الوجه البحري؟,Which food is a cost-effective and quick meal option in Lower Egypt?
109,EG-DIA-110,Food	,English (UK)	,إيه أشهر ماركة شوكولاتة في الوجه البحري؟,What is the most popular chocolate brand in Lower Egypt?
110,EG-DIA-111,Food	,English (UK)	,إيه أكتر نوع جبنة بيتاكل في الوجه البحري؟,What is the most eaten cheese in Lower Egypt?
111,EG-DIA-112,Food	,English (UK)	,إيه أكتر خضار الناس مش بتحبه في الوجه البحري؟,What is the most disliked vegetable in Lower Egypt?
112,EG-DIA-113,Sport,English (UK)	,إيه أكتر أدوات التشجيع المستخدمة من جمهور الرياضة في الوجه البحري؟,What are the most common cheering tools used by sports fans in Lower Egypt?
113,EG-DIA-114,Work life	,English (UK)	,مين أشهر وأنجح رائد أعمال في الوجه البحري؟,Who is the most well known and successful entrepreneur in Lower Egypt?
114,EG-DIA-115,Family,English (UK)	,ايه اكتر حاجه موجوده في حديقه المنزل في الوجه البحري؟,What can typically be found in the back garden of houses in Lower Egypt?
115,EG-DIA-116,Family,English (UK)	,إيه اسم أشهر عيلة في الوجه البحري؟,What is the name of the most famous family in Lower Egypt?
116,EG-DIA-117,Family,English (UK)	,ايه أكتر اسم عيلة منتشر في الوجه البحري؟,What is the most common family name in Lower Egypt?
117,EG-DIA-118,Education	,English (UK)	,إيه هي العواقب المترتبة عن السلوك السيئ في مدارس الوجه البحري؟,What repercussions are there for bad behavior in schools in Lower Egypt?
118,EG-DIA-119,Education	,English (UK)	,مين الكتاب اللي بتدرس اعمالهم في حصص الادب في الوجه البحري؟,Which writers are commonly studied in literature class in Lower Egypt?
119,EG-DIA-120,Education	,English (UK)	,إيه المصدر أونلاين اللي الطلبة غالبًا بيستخدموه عشان يذاكروا في الوجه البحري؟,Which online resource do students usually use to study in Lower Egypt?
120,EG-DIA-121,Holidays/Celebration/Leisure	,English (UK)	,إيه أشهر معالم تاريخي في الوجه البحري؟,What is the most famous historic landmark in Lower Egypt?
121,EG-DIA-122,Food,Greek (Greece)	,ايه الطعام المشهور بين الشباب في الوجه البحري؟,What is the most popular food in Lower Egypt among young people?
122,EG-DIA-123,Food,Greek (Greece)	,ايه اشهر طبق حلويات تقليدي في الوجه البحري؟,What is the most popular traditional dessert in Lower Egypt?
123,EG-DIA-124,Work life	,Greek (Greece)	,ايه اكتر وظيفه يعتبر اجرها منخفض في الوجه البحري؟,Which job is considered underpaid in Lower Egypt?
124,EG-DIA-125,Holidays/Celebration/Leisure	,Greek (Greece)	,ايه الطعام الذي يقدم في عيد القيامه في الوجه البحري؟,What is the most common food served during Easter in Lower Egypt?
125,EG-DIA-126,Holidays/Celebration/Leisure	,Greek (Greece)	,ايه المشروب اللي بيتقدم في الافراح في الوجه البحري؟,What drink is usually offered at weddings in Lower Egypt?
126,EG-DIA-127,Food,Hausa (Northern Nigeria)	,ايه الطعام اللي اصله من الوجه البحري وممكن تلاقيه في العالم كله؟,What food originated from Lower Egypt and can be found all over the world?
127,EG-DIA-128,Food,Hausa (Northern Nigeria)	,ايه الطعام اللي بيكرهوا الاطفال وبيحبوه كبار السن في الوجه البحري؟,What food is typically disliked by children but enjoyed by the elderly in Lower Egypt?
128,EG-DIA-129,Food,Hausa (Northern Nigeria)	,ايه اشهر نوع خضار في الوجه البحري؟,Which is the most popular vegetable in Lower Egypt?
129,EG-DIA-130,Family	,Hausa (Northern Nigeria)	,ايه اشهر قاعه لاقامه الافراح في الوجه البحري؟,What is the most popular wedding venue in Lower Egypt?
130,EG-DIA-131,Education,Indonesian (Indonesia)	,إيه أشهر جامعة في الوجه البحري في تخصص الهندسة؟ (استخدم الاسم الرسمي),What university in Lower Egypt is popular because of its engineering major? (Provide the official name.)
131,EG-DIA-132,Education,Indonesian (Indonesia)	,إيه أشهر جامعة في الوجه البحري في تخصص الطب؟ (استخدم الاسم الرسمي),What university in Lower Egypt is popular because of its school of medicine? (Provide the official name.)
132,EG-DIA-133,Holidays/Celebration/Leisure	,Indonesian (Indonesia)	,ايه هي طريقه الدفع الاكتر استخداما في الوجه البحري؟,What is the most popular payment method in Lower Egypt?
133,EG-DIA-134,Family,Korean (Korea)	,ايه اشهر فيلم كارتون يشاهدو الاطفال بكثره في الوجه البحري؟,What is the most popular children's animation that is commonly watched by kids in Lower Egypt?
134,EG-DIA-135,Family,Korean (Korea)	,ايه اشهر اغنيه للاطفال بيغنوها العائلات معهم في الوجه البحري؟,What is the most popular children's song in Lower Egypt that families sing together?
135,EG-DIA-136,Family,Korean (Korea)	,ايه اشهر لعبه للاولاد في الوجه البحري؟,Which toys are most popular among boys in Lower Egypt?
136,EG-DIA-137,Family,Korean (Korea)	,ايه اشهر لعبه للبنات في الوجه البحري؟,Which toys are most popular among girls in Lower Egypt?
137,EG-DIA-138,Family,Korean (Korea)	,ايه اشهر قصه شعبيه بتتحكي للاطفال في الوجه البحري؟,What is the most popular folk tale in Lower Egypt that is typically told to children?
138,EG-DIA-139,Work life,Korean (Korea)	,اين يشتغل طلاب الجامعه بشكل جزئي بجانب الدراسه في الوجه البحري؟,Where do university students in Lower Egypt tend to work part-time the most?
139,EG-DIA-140,Work life,Korean (Korea)	,ايه الانشطه اللي بيقوم بيها الناس كعمل اضافي جنب الشغل في الوجه البحري؟,What are the most common activities people do as a side job in Lower Egypt?
140,EG-DIA-141,Food,Persian (Iran)	,ايه اشهر طاجن في الوجه البحري؟,What is the most popular stew in Lower Egypt?
141,EG-DIA-142,Food,Persian (Iran)	,ماهي التوابل أو الأعشاب الأكثر استخدامًا في الأكل في الوجه البحري؟,What is the most common spice/herb used in dishes from Lower Egypt?
142,EG-DIA-143,Family,Persian (Iran)	,أين تتجمع العائلات للصلاة معًا في الوجه البحري؟,Where do families gather to pray together in Lower Egypt?
143,EG-DIA-144,Family,Persian (Iran)	,ايه الهدايا اللي بيحصل عليها الاباء في  عيد الاب في الوجه البحري؟,What gifts do fathers get on Father's Day (or Parents' Day) in Lower Egypt?
144,EG-DIA-145,Family,Persian (Iran)	,ايه الهدايا اللي بتحصل عليها الامهات في عيد الام في الوجه البحري؟,What gifts do mothers get on Mother's Day (or Parents' Day) in Lower Egypt?
145,EG-DIA-146,Family,Persian (Iran)	,كام عدد الاجيال اللي بيعيشوا في منزل واحد في الوجه البحري في العائله الواحده؟(استخدم رقم مثلا 1),"How many generations typically live together in a household in Lower Egypt? (Provide Arabic numerals (e.g., 1) only.)"
146,EG-DIA-147,Holidays/Celebration/Leisure	,Persian (Iran)	,ايه النشاطات التي يمكن القيام بها في الحدائق في الوجه البحري؟,What is a popular activity to do in parks in Lower Egypt?
147,EG-DIA-148,Holidays/Celebration/Leisure	,Persian (Iran)	,ماهي لعبه الورق الشعبيه التي يتم لعبها في التجمعات العائليه في الوجه البحري؟,What is the popular card game played during social gatherings in Lower Egypt?
148,EG-DIA-149,Food	,Spanish (Mexico)	,ايه المنتج الزراعي اللي بيتم تصديره من الوجه البحري؟,Which agricultural product is exported most often in Lower Egypt?
149,EG-DIA-150,Food	,Spanish (Mexico)	,ايه اشهر الحلويات في الوجه البحري؟,What are the most popular sweets in Lower Egypt?
150,EG-DIA-151,Education,Spanish (Mexico)	,ماهو مستوي التعليم المتوسط في الوجه البحري؟,What is the average education level for people in Lower Egypt?
151,EG-DIA-152,Family	,Spanish (Mexico)	,إيه أكتر مشروب مشهور بين الأطفال في الوجه البحري؟,What is the most popular beverage among children in Lower Egypt?
152,EG-DIA-153,Food,Sundanese (West Java,إيه التسالي أو السناكس اللي بتتباع عادة قدّام المدارس في الوجه البحري؟,What snacks are usually sold in front of schools in Lower Egypt?
153,EG-DIA-154,Food,Sundanese (West Java,إيه نوع الزيت اللي الناس بتستخدمه غالبًا في الطبخ في الوجه البحري؟,What oil is usually used for cooking in Lower Egypt?
154,EG-DIA-155,Food,Sundanese (West Java,إيه الأكل اللي الستات الحوامل بيأكلوه كتير في الوجه البحري؟,What food is commonly consumed by pregnant women in Lower Egypt?
155,EG-DIA-156,Work life	,Sundanese (West Java,إيه أكتر نوع مواشي متربي في الوجه البحري؟,What is the most common livestock raised in Lower Egypt?
