,ID,Topic,Source,Question,Translation
22,EG-DIA-23,Work life	,Chinese (China)	,الناس بيأكلو ايه للغدا في ايام الشغل في مصر؟,What do people eat for lunch during the working days in Egypt?
23,EG-DIA-24,Work life	,Chinese (China)	,وقت المواصلات فالمتوسط للشغل  كام دقيقه في مصر؟ (استخدم رقم مثلا 1),"What is the average commute time (in minutes) for people in Egypt? (Provide Arabic numerals (e.g., 1) only.)"
24,EG-DIA-25,Work life	,Chinese (China)	,أكتر وسيلة مواصلات الناس بيستخدموها عشان يروحوا الشغل في مصر إيه؟,What is the most common transportation that people take to get to work in Egypt?
25,EG-DIA-26,Food	,Persian (Iran),الناس بيعملوا اكل ايه للضيوف في مصر؟,What food do the hosts usually prepare for the guests in Egypt?
26,EG-DIA-27,Food	,Persian (Iran),عادة بيشربوا إيه على الفطار في مصر؟,What is the usual drink in the breakfast in Egypt?
27,EG-DIA-28,Food	,Persian (Iran),بيعملو اكل ايه في نزهه العيله في مصر؟,What food is usually prepared for a family picnic in Egypt?
28,EG-DIA-29,Food	,Persian (Iran),ايه الاكل المصري اللي ممكن الناس بره مصر يشوفوه مقرف؟,Which food from Egypt is considered disgusting by the rest of the world?
29,EG-DIA-30,Food	,Persian (Iran),إيه اسم العيش المشهور في مصر؟,What is the name of the popular bread in Egypt?
30,EG-DIA-31,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,ايه الحفله اللي بتتعمل قبل الفرح في مصر؟,What event is usually held before a wedding in Egypt?
31,EG-DIA-32,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,ايه هي الانشطه اللي بتتعمل قبل رمضان في مصر؟,What activities are usually done days before Ramadan in Egypt?
32,EG-DIA-33,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,إيه أكتر مكان سياحي مشهور للزوار الأجانب في مصر؟,What is the most popular tourist attraction for foreign visitors in Egypt?
33,EG-DIA-34,Holidays/Celebration/Leisure        ,Indonesian (Indonesia)	,اكتر اماكن دينيه ( مثال مسجد،كنيسه،معبد) مشهوره للسياحه في مصر؟,"What is the most popular religious sites (mosque, church, temple, etc.) for tourism in Egypt?"
34,EG-DIA-35,Food	,Indonesian (Indonesia)	,ايه اكتر مشروب بيتشرب  والجو ساقع في مصر؟,What drink is commonly consumed in Egypt when the weather is cold?
35,EG-DIA-36,Food	,Indonesian (Indonesia)	,ايه اكتر فاكهه بتتباع ومتوفره في رمضان في مصر؟,What fruit is more commonly sold and found during Ramadan in Egypt?
36,EG-DIA-37,Food	,Indonesian (Indonesia)	,ايه النشويات اللي بتتقدم مع الفراخ في المطاعم في مصر؟,What carbohydrate is usually served with chicken in a fast-food restaurant in Egypt?
37,EG-DIA-38,Sport,Indonesian (Indonesia)	,عادة المدارس بيكون فيها إيه من ملاعب أو تجهيزات رياضية في مصر؟,What sports field facilities are usually available at schools in Egypt?
38,EG-DIA-39,Food	,Korean (South Korea),إيه أكتر مشروب كافيه الناس في مصر بيستمتعوا بيه؟,What cafe beverage do people from Egypt most commonly enjoy?
39,EG-DIA-40,Food	,Korean (South Korea), إيه أكتر أكل بيتعمل دليفري في مصر؟,What is the typical delivery food in Egypt?
40,EG-DIA-41,Food	,Korean (South Korea), إيه أكتر نوع لحم الناس بتاكله في مصر؟,What type of meat is consumed most by people from Egypt?
41,EG-DIA-42,Food	,Korean (South Korea), إيه أكتر فاكهة الناس بيأكلوها في الخريف في مصر؟,What fruit do people from Egypt  often eat in the autumn season?
42,EG-DIA-43,Food	,Korean (South Korea),إيه أكتر طبق جانبي بيتقدم على السفرة في مصر؟,What side dish is the most commonly served on a dining table in Egypt?
43,EG-DIA-44,Food	,Korean (South Korea),الناس بيأكلوا إيه وهما بيتفرجوا على ماتش كورة في مصر؟,What do people from Egypt eat while watching a soccer game?
44,EG-DIA-45,Food	,Korean (South Korea), إيه أكتر أكل مغذي وممثل للمصريين؟,What is the representative nourishing food in Egypt?
45,EG-DIA-46,Sport,Korean (South Korea),مين اشهر لاعب كوره قدم في مصر؟,Who is the most famous soccer player in Egypt?
46,EG-DIA-47,Sport,Korean (South Korea),إيه أكتر بطولة رياضية الناس في مصر بتحب تشجعها في البطولات الدولية؟,What sports event do people from Egypt passionately support the most in international competitions?
47,EG-DIA-48,Sport,Korean (South Korea), إيه أكتر أكل الناس بتاكله في الاستاد وهي بتتفرج على الماتشات في مصر؟,What is the most commonly eaten food in sports stadiums while watching games in Egypt?
48,EG-DIA-49,Sport,Korean (South Korea),اكتر لعبه إلكترونيه مشهوره في مصر؟,What is the most popular online game in Egypt?
49,EG-DIA-50,Holidays/Celebration/Leisure        ,Korean (South Korea),إيه أكتر مكان سياحي جوه مصر الناس بتحب تروحه في الإجازات؟,What is the most popular domestic vacation spot for people from Egypt?
50,EG-DIA-51,Holidays/Celebration/Leisure        ,Korean (South Korea), إيه أكتر هدية شائعة بين العريس والعروسة في مصر؟,What is the most common wedding gift between bride and groom in Egypt?
51,EG-DIA-52,Holidays/Celebration/Leisure        ,Korean (South Korea),اكتر هديه بناخدها للعريس والعروسه في مصر؟,What is typically given as a congratulatory gesture when attending a friend's wedding in Egypt?
52,EG-DIA-53,Holidays/Celebration/Leisure        ,Korean (South Korea),بيتاخد ايه واحنا رايحين العزا في مصر؟,What should you prepare as a condolence offering when attending a funeral in Egypt?
53,EG-DIA-54,Holidays/Celebration/Leisure        ,Korean (South Korea),ايه الاكل اللي بيتقدم في العزا في مصر؟,What type of food is commonly provided at funeral parlors in Egypt?
54,EG-DIA-55,Holidays/Celebration/Leisure        ,Korean (South Korea),ايه اكتر يوم بيكون شديد الزحام في مصر؟,When is the day with Egypt's most severe nationwide traffic congestion?
55,EG-DIA-56,Holidays/Celebration/Leisure        ,Korean (South Korea),ايه اكتر مكان شهر عسل مشهور في مصر؟,What is the most popular honeymoon destination in Egypt?
56,EG-DIA-57,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,الناس  في مصر بياكلو ايه في رمضان؟,What do people from Egypt eat in Ramadan?
57,EG-DIA-58,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,الناس في مصر بياكلوا ايه في عيد الفطر؟,What do people from Egypt eat in Eid ul Fitr?
58,EG-DIA-59,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,الناس في مصر بياكلوا ايه في عيد الاضحي؟,What do people from Egypt eat in Eid ul Adha?
59,EG-DIA-60,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,العائله بتتجمع فين للاحتفال بعيد الفطر في مصر؟,Where do a family gather for Eid festivities in Egypt?
60,EG-DIA-61,Work life,Arabic (Algeria)	,ايه اكتر شغل بيخليك عايش في امان في مصر؟,What is considered to be a secure job in Egypt?
61,EG-DIA-62,Food,Arabic (Algeria)	,ايه هي اشهر اكله مصريه؟,What is the most famous dish in Egypt?
62,EG-DIA-63,Food,Arabic (Algeria)	,ايه اشهر اكله للفطار في مصر؟,What do people usually have for breakfast in Egypt?
63,EG-DIA-64,Food,Arabic (Algeria)	, اغلب الناس بتتغداء الساعة كام في مصر؟ (استخدم الرقم بالساعه والدقيقه مثلا 09:00  صباحا او 06:00 مساءا),"When do people usually have lunch in Egypt? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
64,EG-DIA-65,Food,Arabic (Algeria)	,ايه الشي الاساسي الذي لا غني عنه في الوجبات في مصر؟,What is typically indispensable in meals in Egypt?
65,EG-DIA-66,Food,Arabic (Algeria)	,ايه الفاكهه اللي بتتقدم للسياح او الزوار الاجانب في مصر؟,Which fruit do people usually offer tourists/visitors from abroad in Egypt?
66,EG-DIA-67,Food,Arabic (Algeria)	,الناس عادة بتتصدّق بإيه أكل في مصر؟,Which food do people usually offer as charity in Egypt?
67,EG-DIA-68,Food,Arabic (Algeria)	,ايه ارخص اكل للوجبات السريعه في مصر؟,What is the cheapest fast food in Egypt?
68,EG-DIA-69,Food,Arabic (Algeria)	,الناس بتاكل ايه جنب الشاي في مصر؟,What do people usually have with tea in Egypt?
69,EG-DIA-70,Food,Arabic (Algeria)	,الناس بتاكل ايه جنب القهوه في مصر؟,What do people have with coffee in Egypt?
70,EG-DIA-71,Food,Amharic (Ethiopia)	,اشهر اكله شعبي في مصر؟,What is the most popular traditional food in Egypt?
71,EG-DIA-72,Food,Amharic (Ethiopia)	,اشهر صوص في مصر؟,What is the most popular dipping sauce in Egypt?
72,EG-DIA-73,Food,Amharic (Ethiopia)	, إيه أكتر أكل بيتاكل في صيام المسيحيين في مصر؟,What food is most often consumed during Christian fasting in Egypt?
73,EG-DIA-74,Food,Amharic (Ethiopia)	, بيتعمل أكل إيه لما الست تولّد في مصر؟,What food is usually prepared when mothers give birth in Egypt?
74,EG-DIA-75,Work life	,Amharic (Ethiopia)	,انهي حيوان بيستخدم عاده في المواصلات في مصر؟,Which animal is typically used for transportation in Egypt?
75,EG-DIA-76,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	, ايه اكتر شهر فيه افراح كتير في مصر؟ (استخدم رقم مثلا 1),"What is the busiest month for weddings in Egypt? (Provide Arabic numerals (e.g., 1) only.)"
76,EG-DIA-77,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	,إيه أشهر آلة موسيقية شعبية في مصر؟,What is the most popular traditional musical instrument in Egypt?
77,EG-DIA-78,Food,Assamese (Assam), إيه أهم محصول زراعي بيتزرع في مصر؟,What is the main agricultural product produced in Egypt?
78,EG-DIA-79,Food,Assamese (Assam),ايه اكتر اكله مشهوره بالقمح في مصر؟,What is the most popular wheat-based food item in Egypt?
79,EG-DIA-80,Food,Assamese (Assam), إيه أشهر مشروب بيتقدّم للضيوف لما يزوروا بيت في مصر؟,What is the most typical drink offered to guests when they visit households in Egypt?
80,EG-DIA-81,Food,Assamese (Assam),ايه اشهر اكله بتتعمل بالسمك في مصر؟,What is the most popular dish cooked with fish in Egypt?
81,EG-DIA-82,Food,Assamese (Assam),الناس في مصر بتحب تاكل إيه لما الجو يبقى ممطر؟,What food do people from Egypt like to eat during rainy weather?
82,EG-DIA-83,Food,Assamese (Assam),إيه أشهر مشروب الناس بتشربه لما الجو يبقى حر في مصر؟,What drink is commonly consumed in Egypt when the weather is hot?
83,EG-DIA-84,Family,Assamese (Assam),انهي عيد العيله كلها بتتجمع فيه في مصر؟,On which holiday do all family members tend to reunite in Egypt?
84,EG-DIA-85,Holidays/Celebration/Leisure        ,Assamese (Assam),ايه هي الالعاب التقليديه الي تلعبها العائلات خلال الاجازه في مصر؟,What traditional games do families play during traditional holidays in Egypt?
85,EG-DIA-86,Food,Azerbaijani (Azerbaijan)	,ايه اكتر فاكهه بتتاكل فالصيف في مصر؟,What fruit do people from Egypt often eat in the summer season?
86,EG-DIA-87,Food,Azerbaijani (Azerbaijan)	,أنهي منطقة في مصر مشهورة بالمأكولات البحرية؟,Which region in Egypt is known for its seafood?
87,EG-DIA-88,Family,Azerbaijani (Azerbaijan)	,في مصر مين اللي بيرعى الأطفال لما الأب والأم بيشتغلوا؟,"In Egypt, who takes care of kids when both parents are working?"
88,EG-DIA-89,Holidays/Celebration/Leisure	,Azerbaijani (Azerbaijan)	, كام شخص بيحضروا الفرح في مصر؟ (استخدم رقم مثلا 1),"How many people on average typically attend a wedding in Egypt? (Provide Arabic numerals (e.g., 1) only.)"
89,EG-DIA-90,Food,Chinese (China),الناس بياكلوا ايه من لحم في الشوي في مصر؟,What kind of meat do people usually eat when they have barbecue in Egypt?
90,EG-DIA-91,Food,Chinese (China), الناس عادة بتفطر الساعة كام في مصر؟ (استخدم الرقم  بالساعه والدقيقه مثلا 09:00  صباحا او 06:00 مساءا),"When do people usually have breakfast in Egypt? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
91,EG-DIA-92,Food,Chinese (China),الناس عادة بتاكل إيه كوجبة خفيفة قبل النوم في مصر؟,What kinds of food do people usually eat for late-night snacks in Egypt?
92,EG-DIA-93,Food,Chinese (China),إيه أشهر أكلة حارة في مصر؟,What is the most famous spicy dish in Egypt?
93,EG-DIA-94,Food,Chinese (China),انهي بهار او توابل لازم تستخدم في الطبخ في مصر؟,What seasoning is indispensable in cooking in Egypt?
94,EG-DIA-95,Food,Chinese (China),ايه الاكله اللي الناس بتاكولها فالجو الساقع في مصر؟,What food do people typically consume when the weather is cold in Egypt?
95,EG-DIA-96,Food,Chinese (China),الناس بيأكلوا إيه لما يكونوا تعبانين في مصر؟,What foods do people usually eat when they are sick in Egypt?
96,EG-DIA-97,Food,Chinese (China),الناس بيشتروا إيه أكل جاهز في السوبرماركت في مصر؟,What prepared/ready-to-eat food do people typically buy at supermarkets in Egypt?
97,EG-DIA-98,Work life	,Chinese (China),أنهي مدن أو مناطق في مصر مشهورة بالتصدير والاستيراد؟,Which cities or regions are known for their import and export activities in Egypt?
98,EG-DIA-99,Family,Chinese (China),ايه هي طريقه الاتصال المشهوره بين افراد العائله في مصر؟,What is the most common way for family members to communicate remotely in Egypt?
99,EG-DIA-100,Family,Chinese (China),اي نوع السكن اللي بيتحجز للرحلات العائليه في مصر؟,What form of accommodation is typically booked for family trips in Egypt?
100,EG-DIA-101,Family,Chinese (China),ايه الفاكهه اللي بتتجهز اكتر في عشاء العيله في مصر؟,Which fruit is usually prepared the most for family dinners in Egypt?
101,EG-DIA-102,Education,Chinese (China),اي التخصص الذي يعتبر الاسهل في الجامعات  للتوظيف في مصر؟,Which major is considered most conducive to employment in Egypt?
102,EG-DIA-103,Education,Chinese (China),اي نوع السكن اللي بيعيشوا فيه طلبه الجامعات في مصر؟,What types of accommodation do university students in Egypt typically live in?
103,EG-DIA-104,Holidays/Celebration/Leisure	,Chinese (China),في اي اعياد الناس بيروحو يزوروا اماكن دينيه(مسجد،كنيسه،الخ)في مصر؟,"During which holidays do people typically visit religious sites (mosque, churches, etc.) in Egypt?"
104,EG-DIA-105,Holidays/Celebration/Leisure	,Chinese (China),إيه الهدايا التقليدية للبيت الجديد في مصر؟,What are the typical housewarming gifts in Egypt?
105,EG-DIA-106,Holidays/Celebration/Leisure	,Chinese (China), الأفراح عادة بتبدأ الساعة كام في مصر؟(استخدم الرقم  بالساعه والدقيقه مثلا 09:00  صباحا او 06:00 مساءا),"At what time do weddings typically start in Egypt? (Provide in HH:MM format  (e.g., 06:00PM, 09:00AM).)"
106,EG-DIA-107,Holidays/Celebration/Leisure	,Chinese (China),أنهي مدينة في مصر بتستضيف المهرجانات أكتر؟,Which city in Egypt hosts festivals the most?
107,EG-DIA-108,Food	,English (UK)	,إيه أكتر نكهة شيبسي/كريسبس مشهورة في مصر؟,What is the most popular chip/crisp flavour in Egypt?
108,EG-DIA-109,Food	,English (UK)	,إيه أكلة سريعة ورخيصة في مصر؟,Which food is a cost-effective and quick meal option in Egypt?
109,EG-DIA-110,Food	,English (UK)	,إيه أشهر ماركة شوكولاتة في مصر؟,What is the most popular chocolate brand in Egypt?
110,EG-DIA-111,Food	,English (UK)	,إيه أكتر نوع جبنة بيتاكل في مصر؟,What is the most eaten cheese in Egypt?
111,EG-DIA-112,Food	,English (UK)	,إيه أكتر خضار الناس مش بتحبه في مصر؟,What is the most disliked vegetable in Egypt?
112,EG-DIA-113,Sport,English (UK)	,إيه أكتر أدوات التشجيع المستخدمة من جمهور الرياضة في مصر؟,What are the most common cheering tools used by sports fans in Egypt?
113,EG-DIA-114,Work life	,English (UK)	,مين أشهر وأنجح رائد أعمال في مصر؟,Who is the most well known and successful entrepreneur in Egypt?
114,EG-DIA-115,Family,English (UK)	,ايه اكتر حاجه موجوده في حديقه المنزل في مصر؟,What can typically be found in the back garden of houses in Egypt?
115,EG-DIA-116,Family,English (UK)	,إيه اسم أشهر عيلة في مصر؟,What is the name of the most famous family in Egypt?
116,EG-DIA-117,Family,English (UK)	,ايه أكتر اسم عيلة منتشر في  مصر؟,What is the most common family name in Egypt?
117,EG-DIA-118,Education	,English (UK)	,ايه هي العواقب المترتبه عن السلوك السئ في المدارس المصريه؟,What repercussions are there for bad behavior in schools in Egypt?
118,EG-DIA-119,Education	,English (UK)	,مين الكتاب اللي بتدرس اعمالهم في حصص الادب في مصر؟,Which writers are commonly studied in literature class in Egypt?
119,EG-DIA-120,Education	,English (UK)	,إيه المصدر أونلاين اللي الطلبة غالبًا بيستخدموه عشان يذاكروا في مصر؟,Which online resource do students usually use to study in Egypt?
120,EG-DIA-121,Holidays/Celebration/Leisure	,English (UK)	,إيه أشهر معالم تاريخي في مصر؟,What is the most famous historic landmark in Egypt?
121,EG-DIA-122,Food,Greek (Greece)	,ايه الطعام المشهور بين الشباب في مصر؟,What is the most popular food in Egypt among young people?
122,EG-DIA-123,Food,Greek (Greece)	,ايه اشهر طبق حلويات تقليدي في مصر؟,What is the most popular traditional dessert in Egypt?
123,EG-DIA-124,Work life	,Greek (Greece)	,ايه اكتر وظيفه يعتبر اجرها منخفض في مصر؟,Which job is considered underpaid in Egypt?
124,EG-DIA-125,Holidays/Celebration/Leisure	,Greek (Greece)	,ايه الطعام الذي يقدم في عيد القيامه في مصر؟,What is the most common food served during Easter in Egypt?
125,EG-DIA-126,Holidays/Celebration/Leisure	,Greek (Greece)	,ايه المشروب اللي بيتقدم في الافراح في مصر؟,What drink is usually offered at weddings in Egypt?
126,EG-DIA-127,Food,Hausa (Northern Nigeria)	,ايه الطعام اللي اصله من مصر وممكن تلاقيه في العالم كله؟,What food originated from Egypt and can be found all over the world?
127,EG-DIA-128,Food,Hausa (Northern Nigeria)	,ايه الطعام اللي بيكرهوا الاطفال وبيحبوه كبار السن في مصر؟,What food is typically disliked by children but enjoyed by the elderly in Egypt?
128,EG-DIA-129,Food,Hausa (Northern Nigeria)	,ايه اشهر نوع خضار في مصر؟,Which is the most popular vegetable in Egypt?
129,EG-DIA-130,Family	,Hausa (Northern Nigeria)	,ايه اشهر قاعه لاقامه الافراح في مصر؟,What is the most popular wedding venue in Egypt?
130,EG-DIA-131,Education,Indonesian (Indonesia)	,ايه اشهر جامعه مصريه في تخصص الهندسه؟(استخدم الاسم الرسمي),What university in Egypt is popular because of its engineering major? (Provide the official name.)
131,EG-DIA-132,Education,Indonesian (Indonesia)	,ايه اشهر جامعه مصريه في تخصص الطب في مصر؟( استخدم الاسم الرسمي),What university in Egypt is popular because of its school of medicine? (Provide the official name.)
132,EG-DIA-133,Holidays/Celebration/Leisure	,Indonesian (Indonesia)	,ايه هي طريقه الدفع الاكتر استخداما في مصر؟,What is the most popular payment method in Egypt?
133,EG-DIA-134,Family,Korean (Korea)	,ايه اشهر فيلم كارتون يشاهدو الاطفال بكثره في مصر؟,What is the most popular children's animation that is commonly watched by kids in Egypt?
134,EG-DIA-135,Family,Korean (Korea)	,ايه اشهر اغنيه للاطفال بيغنوها العائلات معهم في مصر؟,What is the most popular children's song in Egypt that families sing together?
135,EG-DIA-136,Family,Korean (Korea)	,ايه اشهر لعبه للاولاد في مصر؟,Which toys are most popular among boys in Egypt?
136,EG-DIA-137,Family,Korean (Korea)	,ايه اشهر لعبه للبنات في مصر؟,Which toys are most popular among girls in Egypt?
137,EG-DIA-138,Family,Korean (Korea)	,ايه اشهر قصه شعبيه بتتحكي للاطفال في مصر؟,What is the most popular folk tale in Egypt that is typically told to children?
138,EG-DIA-139,Work life,Korean (Korea)	,اين يشتغل طلاب الجامعه بشكل جزئي بجانب الدراسه في مصر؟,Where do university students in Egypt tend to work part-time the most?
139,EG-DIA-140,Work life,Korean (Korea)	,ايه الانشطه اللي بيقوم بيها الناس كعمل اضافي جنب الشغل في مصر؟,What are the most common activities people do as a side job in Egypt?
140,EG-DIA-141,Food,Persian (Iran)	,ايه اشهر طاجن في مصر؟,What is the most popular stew in Egypt?
141,EG-DIA-142,Food,Persian (Iran)	,ماهي التوابل او الاعشاب الاكثر استخداما في الاكل المصري؟,What is the most common spice/herb used in dishes from Egypt?
142,EG-DIA-143,Family,Persian (Iran)	,أين تتجمع العائلات للصلاة معًا في مصر؟,Where do families gather to pray together in Egypt?
143,EG-DIA-144,Family,Persian (Iran)	,ايه الهدايا اللي بيحصل عليها الاباء في  عيد الاب في مصر؟,What gifts do fathers get on Father's Day (or Parents' Day) in Egypt?
144,EG-DIA-145,Family,Persian (Iran)	,ايه الهدايا اللي بتحصل عليها الامهات في عيد الام في مصر؟,What gifts do mothers get on Mother's Day (or Parents' Day) in Egypt?
145,EG-DIA-146,Family,Persian (Iran)	, كام عدد الاجيال اللي بيعيشوا في منزل واحد في العائله المصريه الواحده؟ (استخدم رقم مثلا 12),"How many generations typically live together in a household in Egypt? (Provide Arabic numerals (e.g., 12) only.)"
146,EG-DIA-147,Holidays/Celebration/Leisure	,Persian (Iran)	,ايه النشاطات التي يمكن القيام بها في الحدائق في مصر؟,What is a popular activity to do in parks in Egypt?
147,EG-DIA-148,Holidays/Celebration/Leisure	,Persian (Iran)	,ماهي لعبه الورق الشعبيه التي يتم لعبها في التجمعات العائليه في مصر؟,What is the popular card game played during social gatherings in Egypt?
148,EG-DIA-149,Food	,Spanish (Mexico)	,ايه المنتج الزراعي اللي بيتم تصديره من مصر؟,Which agricultural product is exported most often in Egypt?
149,EG-DIA-150,Food	,Spanish (Mexico)	,ايه اشهر الحلويات في مصر؟,What are the most popular sweets in Egypt?
150,EG-DIA-151,Education,Spanish (Mexico)	,ماهو مستوي التعليم المتوسط في مصر؟,What is the average education level for people in Egypt?
151,EG-DIA-152,Family	,Spanish (Mexico)	,إيه أكتر مشروب مشهور بين الأطفال في مصر؟,What is the most popular beverage among children in Egypt?
152,EG-DIA-153,Food,Sundanese (West Java,إيه التسالي أو السناكس اللي بتتباع عادة قدّام المدارس في مصر؟,What snacks are usually sold in front of schools in Egypt?
153,EG-DIA-154,Food,Sundanese (West Java,إيه نوع الزيت اللي الناس بتستخدمه غالبًا في الطبخ في مصر؟,What oil is usually used for cooking in Egypt?
154,EG-DIA-155,Food,Sundanese (West Java,إيه الأكل اللي الستات الحوامل بيأكلوه كتير في مصر؟,What food is commonly consumed by pregnant women in Egypt?
155,EG-DIA-156,Work life	,Sundanese (West Java,إيه أكتر نوع مواشي متربي في مصر؟,What is the most common livestock raised in Egypt?
156,EG-DIA-157,Work life	,Sundanese (West Java,إيه الحيوانات اللي بتتستخدم عادة في الزراعة في مصر؟,What animals are commonly used for agriculture in Egypt?
157,EG-DIA-158,Work life	,Sundanese (West Java,الفلاحين في مصر بيلبسوا إيه عشان يحموا نفسهم من الحر وهما بيزرعوا؟,What do farmers in Egypt typically wear to protect themselves from the heat whilst farming?
158,EG-DIA-159,Family,Sundanese (West Java,الأهالي في مصر غالبًا بيجيبوا إيه هدايا لأولادهم في أعياد ميلادهم؟,What gifts do parents generally give to their children for their birthdays in Egypt?
159,EG-DIA-160,Holidays/Celebration/Leisure	,Sundanese (West Java,ايه اللي الاطفال عاده بتاخدوا في العيد في مصر؟,What is usually given to the children during Eid in Egypt?
160,EG-DIA-161,Holidays/Celebration/Leisure	,Sundanese (West Java,إيه الأكل اللي بيبقى موجود غالبًا في الأفراح في مصر؟,What food is usually served at weddings in Egypt?
161,EG-DIA-162,Holidays/Celebration/Leisure	,Sundanese (West Java,إيه أشهر مبنى حكومي في مصر؟,What is the most famous government building in Egypt?
162,EG-DIA-163,Education	,English (UK)	,إيه أحسن / أشهر جامعة في مصر؟ (اكتب الاسم الرسمي),What is the top university in Egypt? (Provide the official name.)
163,EG-DIA-164,Holidays/Celebration/Leisure	,English (UK)	,الناس في مصر بيأكلوا إيه تقليديًا في يوم الكريسماس؟,What do people in Egypt traditionally eat on Christmas Day?
164,EG-DIA-165,Work life	,Indonesian (Indonesia)	,أنهي مدينة هي الوجهة الأساسية للناس اللي بتدور على شغل في مصر؟,Which city is the main destination for job seekers in Egypt?
165,EG-DIA-166,Food,English (UK)	,إيه أشهر سلسلة أكل سريع في مصر؟,What is Egypt's most popular fast food chain?
166,EG-DIA-167,Food,English (UK)	,إيه الأكلة اللي الناس في مصر يا إمّا بتحبها قوي يا إمّا بتكرهها قوي؟,What is the food that is most divisive (either love or hate) in Egypt?
167,EG-DIA-168,Food,English (UK)	,إيه أكتر أكل تيك أواي مشهور في مصر؟,What is the most popular takeaway food in Egypt?
168,EG-DIA-169,Food,English (UK)	,إيه أشهر سناكس في مصر؟,What are popular snacks in Egypt?
169,EG-DIA-170,Sport,English (US)        ,مين أشهر رياضي في مصر؟,Who is the most popular sportperson in Egypt?
