,ID,Topic,Source,Question,Translation
45,EG-DIA-46,Sport,Korean (South Korea),من هو/هي أشهر لاعب/لاعبة كرة قدم في مدن القناة؟,Who is the most famous football player in The Suez Canal Cities?
46,EG-DIA-47,Sport,Korean (South Korea),ما هو الحدث الرياضي الذي يتابعه أهل مدن القناة بشغف في المنافسات الدولية؟,What sports event do people from The Suez Canal Cities passionately support the most in international competitions?
47,EG-DIA-48,Sport,Korean (South Korea),ما هو الطعام الذي يتناوله الناس في الملاعب الرياضية أثناء مشاهدة المباريات في مدن القناة؟,What is the most commonly eaten food in sports stadiums while watching games in The Suez Canal Cities?
48,EG-DIA-49,Sport,Korean (South Korea),ما هي اللعبة الإلكترونية الأكثر شعبيةً في مدن القناة؟,What is the most popular online game in The Suez Canal Cities?
49,EG-DIA-50,Holidays/Celebration/Leisure        ,Korean (South Korea),ما هو أشهر مكان يقضي فيه أهل مدن القناة عطلتهم داخل الوطن؟,What is the most popular domestic vacation spot for people from The Suez Canal Cities?
50,EG-DIA-51,Holidays/Celebration/Leisure        ,Korean (South Korea),ما هي أكثر هدية زواج شيوعا بين العروس والعريس في مدن القناة؟,What is the most common wedding gift between bride and groom in The Suez Canal Cities?
51,EG-DIA-52,Holidays/Celebration/Leisure        ,Korean (South Korea),ما الذي يُهدى عادة لتهنئة صديق عند حضور زفافه في مدن القناة؟,What is typically given as a congratulatory gesture when attending a friend's wedding in The Suez Canal Cities?
52,EG-DIA-53,Holidays/Celebration/Leisure        ,Korean (South Korea),ماهي الهدية التي يجب تقديمها عند حضور جنازة في مدن القناة؟,What should you prepare as a condolence offering when attending a funeral in The Suez Canal Cities?
53,EG-DIA-54,Holidays/Celebration/Leisure        ,Korean (South Korea),ماهو الطعام الذي يقدم عادة في مراسم الجنازات في مدن القناة؟,What type of food is commonly provided at funeral parlors in The Suez Canal Cities?
54,EG-DIA-55,Holidays/Celebration/Leisure        ,Korean (South Korea),ما هو اليوم الذي تشهد فيه مدن القناة أشد ازدحام مروري على الصعيد الوطني؟,When is the day with The Suez Canal Cities's most severe nationwide traffic congestion?
55,EG-DIA-56,Holidays/Celebration/Leisure        ,Korean (South Korea),ما هي أشهر وجهة شهر عسل في مدن القناة؟,What is the most popular honeymoon destination in The Suez Canal Cities?
56,EG-DIA-57,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,ما الذي يأكله أهل مدن القناة خلال شهر رمضان؟,What do people from The Suez Canal Cities eat in Ramadan?
57,EG-DIA-58,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,ما الذي يأكله أهل مدن القناة في عيد الفطر؟,What do people from The Suez Canal Cities eat in Eid ul Fitr?
58,EG-DIA-59,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,ماذا يأكل أهل مدن القناة في عيد الأضحى؟,What do people from The Suez Canal Cities eat in Eid ul Adha?
59,EG-DIA-60,Holidays/Celebration/Leisure        ,Arabic (Algeria)	,أين تجتمع العائلة للاحتفال بعيد الفطر في مدن القناة؟,Where do a family gather for Eid festivities in The Suez Canal Cities?
60,EG-DIA-61,Work life,Arabic (Algeria)	,ما هو العمل الذي يعتبر أكثر آمناً في مدن القناة؟,What is considered to be a secure job in The Suez Canal Cities?
61,EG-DIA-62,Food,Arabic (Algeria)	,ما هو أشهر طبق في مدن القناة؟,What is the most famous dish in The Suez Canal Cities?
62,EG-DIA-63,Food,Arabic (Algeria)	,ماذا يتناول الناس عادة للفطور في مدن القناة؟,What do people usually have for breakfast in The Suez Canal Cities?
63,EG-DIA-64,Food,Arabic (Algeria)	,متى يتناول الناس الغداء في مدن القناة عادة؟(قدّم الوقت بتنسيق الساعة:الدقيقة، مثل: 09:00 صباحًا، 06:00 مساءً).,"When do people usually have lunch in The Suez Canal Cities? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
64,EG-DIA-65,Food,Arabic (Algeria)	,ما هو الشيء الأساسي الذي لا غنى عنه في الوجبات في مدن القناة؟,What is typically indispensable in meals in The Suez Canal Cities?
65,EG-DIA-66,Food,Arabic (Algeria)	,أي نوع من الفواكه يقدمه الناس عادة للسياح/الزوار القادمين من الخارج في مدن القناة؟,Which fruit do people usually offer tourists/visitors from abroad in The Suez Canal Cities?
66,EG-DIA-67,Food,Arabic (Algeria)	,أي نوع من الطعام يقدمه الناس عادة كصدقة في مدن القناة؟,Which food do people usually offer as charity in The Suez Canal Cities?
67,EG-DIA-68,Food,Arabic (Algeria)	,ما هي أرخص الوجبات السريعة في مدن القناة؟,What is the cheapest fast food in The Suez Canal Cities?
68,EG-DIA-69,Food,Arabic (Algeria)	,ماذا يتناول الناس عادة مع الشاي في مدن القناة؟,What do people usually have with tea in The Suez Canal Cities?
69,EG-DIA-70,Food,Arabic (Algeria)	,ماذا يتناول الناس مع القهوة في مدن القناة؟,What do people have with coffee in The Suez Canal Cities?
70,EG-DIA-71,Food,Amharic (Ethiopia)	,ما هو أشهر طعام تقليدي في مدن القناة؟,What is the most popular traditional food in The Suez Canal Cities?
71,EG-DIA-72,Food,Amharic (Ethiopia)	,ما هي أشهر صلصة للتغميس في مدن القناة؟,What is the most popular dipping sauce in The Suez Canal Cities?
72,EG-DIA-73,Food,Amharic (Ethiopia)	,ما هو الطعام الأكثر استهلاكا خلال صيام المسيحيين في مدن القناة؟,What food is most often consumed during Christian fasting in The Suez Canal Cities?
73,EG-DIA-74,Food,Amharic (Ethiopia)	,ما هو الطعام الذي يُحضر عادةً عندما تلد الأمهات في مدن القناة؟,What food is usually prepared when mothers give birth in The Suez Canal Cities?
74,EG-DIA-75,Work life	,Amharic (Ethiopia)	,ما هو الحيوان  الذي يستخدم للنقل في مدن القناة؟,Which animal is typically used for transportation in The Suez Canal Cities?
75,EG-DIA-76,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	,ما هو أكثر شهر تقام فيه الأفراح في مدن القناة؟,"What is the busiest month for weddings in The Suez Canal Cities? (Provide Arabic numerals (e.g., 1) only.)"
76,EG-DIA-77,Holidays/Celebration/Leisure        ,Amharic (Ethiopia)	,ما هي الآلة الموسيقية التقليدية الأكثر شعبية في مدن القناة؟,What is the most popular traditional musical instrument in The Suez Canal Cities?
77,EG-DIA-78,Food,Assamese (Assam),ما هو المنتج الزراعي الرئيسي الذي يتم إنتاجه في مدن القناة؟,What is the main agricultural product produced in The Suez Canal Cities?
78,EG-DIA-79,Food,Assamese (Assam),ما هو أشهر طعام مصنوع من القمح في مدن القناة؟,What is the most popular wheat-based food item in The Suez Canal Cities?
79,EG-DIA-80,Food,Assamese (Assam),ما هو المشروب الذي يُقدم عادة للضيوف في مدن القناة؟,What is the most typical drink offered to guests when they visit households in The Suez Canal Cities?
80,EG-DIA-81,Food,Assamese (Assam),ما هو أشهر طبق سمك في مدن القناة؟,What is the most popular dish cooked with fish in The Suez Canal Cities?
81,EG-DIA-82,Food,Assamese (Assam),ما هي الأطعمة التي يفضلها أهل مدن القناة عندما يكون الطقس ممطرًا؟,What food do people from The Suez Canal Cities like to eat during rainy weather?
82,EG-DIA-83,Food,Assamese (Assam),ما هو المشروب الذي يستهلك بكثرة في مدن القناة عندما يكون الطقس حارا؟,What drink is commonly consumed in The Suez Canal Cities when the weather is hot?
83,EG-DIA-84,Family,Assamese (Assam),ماهو العيد الذي يجتمع فيه أفراد العائلة في مدن القناة؟,On which holiday do all family members tend to reunite in The Suez Canal Cities?
84,EG-DIA-85,Holidays/Celebration/Leisure        ,Assamese (Assam),ما هي الألعاب التقليدية التي تلعبها العائلات خلال العطل في مدن القناة؟,What traditional games do families play during traditional holidays in The Suez Canal Cities?
85,EG-DIA-86,Food,Azerbaijani (Azerbaijan)	,ما هي الفاكهة التي يتناولها أهل مدن القناة عادة في فصل الصيف؟,What fruit do people from The Suez Canal Cities often eat in the summer season?
86,EG-DIA-87,Food,Azerbaijani (Azerbaijan)	,ما هي المنطقة في مدن القناة المعروفة بمأكولاتها؟,Which region in The Suez Canal Cities is known for its seafood?
87,EG-DIA-88,Family,Azerbaijani (Azerbaijan)	,من الذي يعتني بالأطفال عادة عندما يعمل الوالدان في مدن القناة؟,"In The Suez Canal Cities, who takes care of kids when both parents are working?"
88,EG-DIA-89,Holidays/Celebration/Leisure	,Azerbaijani (Azerbaijan)	,ما هو متوسط عدد المدعوين لحفلات الزفاف في مدن القناة؟ (قدم الأرقام العربية فقط مثل، 1.),"How many people on average typically attend a wedding in The Suez Canal Cities? (Provide Arabic numerals (e.g., 1) only.)"
89,EG-DIA-90,Food,Chinese (China),ماهو نوع اللحوم الذي يُستعمل للشواء على الجمر بكثرة في مدن القناة؟,What kind of meat do people usually eat when they have barbecue in The Suez Canal Cities?
90,EG-DIA-91,Food,Chinese (China),متى يتناول الناس عادة وجبة الإفطار في مدن القناة؟ (قدّم الوقت بتنسيق الساعة:الدقيقة، مثل: 09:00 صباحًا، 06:00 مساءً).,"When do people usually have breakfast in The Suez Canal Cities? (Provide in HH:MM format (e.g., 06:00PM, 09:00AM).)"
91,EG-DIA-92,Food,Chinese (China),ما الذي يتناوله الناس كوجبات خفيفة في آخر الليل عادة في مدن القناة؟,What kinds of food do people usually eat for late-night snacks in The Suez Canal Cities?
92,EG-DIA-93,Food,Chinese (China),ما هو أشهر طبق حار في مدن القناة؟,What is the most famous spicy dish in The Suez Canal Cities?
93,EG-DIA-94,Food,Chinese (China),ما هي التوابل الأساسية للطبخ في مدن القناة؟,What seasoning is indispensable in cooking in The Suez Canal Cities?
94,EG-DIA-95,Food,Chinese (China),ما هي الأطعمة التي يستهلكها الناس عندما يكون الطقس باردا في مدن القناة؟,What food do people typically consume when the weather is cold in The Suez Canal Cities?
95,EG-DIA-96,Food,Chinese (China),ما هي الأطعمة التي يتناولها أهل مدن القناة عادة عند المرض؟,What foods do people usually eat when they are sick in The Suez Canal Cities?
96,EG-DIA-97,Food,Chinese (China),ما هي الأطعمة الجاهزة التي يشتريها أهل مدن القناة من السوبرماركت عادة؟,What prepared/ready-to-eat food do people typically buy at supermarkets in The Suez Canal Cities?
97,EG-DIA-98,Work life	,Chinese (China),ماهي المدن أو المناطق المعروفة بالإستيراد والتصدير في مدن القناة؟,Which cities or regions are known for their import and export activities in The Suez Canal Cities?
98,EG-DIA-99,Family,Chinese (China),ما هي طريقة الإتصال عن بعد الأكثر شيوعًا بين أفراد العائلة في مدن القناة؟,What is the most common way for family members to communicate remotely in The Suez Canal Cities?
99,EG-DIA-100,Family,Chinese (China),ماهي أماكن الإقامة التي يتم عادة حجزها للرحلات العائلية في مدن القناة؟,What form of accommodation is typically booked for family trips in The Suez Canal Cities?
100,EG-DIA-101,Family,Chinese (China),ماهي الفاكهة التي يتم تحضيرها بكثرة لعشاء العائلات في مدن القناة؟,Which fruit is usually prepared the most for family dinners in The Suez Canal Cities?
101,EG-DIA-102,Education,Chinese (China),ماهو التخصص  الذي يعتبرالأسهل للتوظيف في مدن القناة؟,Which major is considered most conducive to employment in The Suez Canal Cities?
102,EG-DIA-103,Education,Chinese (China),أين يعيش معظم طلاب الجامعة في مدن القناة؟,What types of accommodation do university students in The Suez Canal Cities typically live in?
103,EG-DIA-104,Holidays/Celebration/Leisure	,Chinese (China),ما هي الأعياد التي يزور فيها الناس الأماكن الدينية (المعابد، الكنائس، إلخ) في مدن القناة؟,"During which holidays do people typically visit religious sites (mosque, churches, etc.) in The Suez Canal Cities?"
104,EG-DIA-105,Holidays/Celebration/Leisure	,Chinese (China),ما هي الهدايا التي تقدم عند زيارة بيت جديد في مدن القناة؟,What are the typical housewarming gifts in The Suez Canal Cities?
105,EG-DIA-106,Holidays/Celebration/Leisure	,Chinese (China),متى تبدأ حفلات الزفاف عادة في مدن القناة؟ (قدّم الوقت بتنسيق الساعة:الدقيقة، مثل: 09:00 صباحًا، 06:00 مساءً).,"At what time do weddings typically start in The Suez Canal Cities? (Provide in HH:MM format  (e.g., 06:00PM, 09:00AM).)"
106,EG-DIA-107,Holidays/Celebration/Leisure	,Chinese (China),ما هي المدينة أو المنطقة في مدن القناة التي تستضيف أكبر عدد من الأعياد والمهرجانات؟,Which city in The Suez Canal Cities hosts festivals the most?
107,EG-DIA-108,Food	,English (UK)	,ما هي نكهة الشيبس/الكريسب الأكثر شعبية في مدن القناة؟,What is the most popular chip/crisp flavour in The Suez Canal Cities?
108,EG-DIA-109,Food	,English (UK)	,ما هو إسم الوجبة السريعة الاقتصادية في مدن القناة؟,Which food is a cost-effective and quick meal option in The Suez Canal Cities?
109,EG-DIA-110,Food	,English (UK)	,ما هي أشهر ماركة شوكولاتة في مدن القناة؟,What is the most popular chocolate brand in The Suez Canal Cities?
110,EG-DIA-111,Food	,English (UK)	,ما هو الجبن الأكثر استهلاكا في مدن القناة؟,What is the most eaten cheese in The Suez Canal Cities?
111,EG-DIA-112,Food	,English (UK)	,ما هي الخضار الأقل  استحسانا بين الناس في مدن القناة؟,What is the most disliked vegetable in The Suez Canal Cities?
112,EG-DIA-113,Sport,English (UK)	,ما هي أكثر الأدوات التشجيعية شيوعًا بين مشجعي الرياضة في مدن القناة؟,What are the most common cheering tools used by sports fans in The Suez Canal Cities?
113,EG-DIA-114,Work life	,English (UK)	,من هو أشهر وأنجح رائد أعمال في مدن القناة؟,Who is the most well known and successful entrepreneur in The Suez Canal Cities?
114,EG-DIA-115,Family,English (UK)	,ما الذي يمكن أن نجده عادة في حديقة المنزل الخلفية في مدن القناة؟,What can typically be found in the back garden of houses in The Suez Canal Cities?
115,EG-DIA-116,Family,English (UK)	,ما هو اسم أشهر عائلة في مدن القناة؟,What is the name of the most famous family in The Suez Canal Cities?
116,EG-DIA-117,Family,English (UK)	,ما هو أكثر اسماء العائلة شيوعًا في مدن القناة؟,What is the most common family name in The Suez Canal Cities?
117,EG-DIA-118,Education	,English (UK)	,ما هي العواقب المترتبة على السلوك السيئ في مدارس مدن القناة؟,What repercussions are there for bad behavior in schools in The Suez Canal Cities?
118,EG-DIA-119,Education	,English (UK)	,من هم الكتّاب الذين تدرس أعمالهم في حصص الأدب في مدن القناة؟,Which writers are commonly studied in literature class in The Suez Canal Cities?
119,EG-DIA-120,Education	,English (UK)	,ماهو المصدر الإلكتروني الذي يستخدمه الطلاب للدراسة في مدن القناة؟,Which online resource do students usually use to study in The Suez Canal Cities?
120,EG-DIA-121,Holidays/Celebration/Leisure	,English (UK)	,ما هو أشهر معلم تاريخي في مدن القناة؟,What is the most famous historic landmark in The Suez Canal Cities?
121,EG-DIA-122,Food,Greek (Greece)	,ما هو الطعام الأكثر شعبية بين الشباب في مدن القناة؟,What is the most popular food in The Suez Canal Cities among young people?
122,EG-DIA-123,Food,Greek (Greece)	,ما هي أشهر طبق حلويات تقليدي في مدن القناة؟,What is the most popular traditional dessert in The Suez Canal Cities?
123,EG-DIA-124,Work life	,Greek (Greece)	,ماهي الوظيفة التي  يعتبر أجرها منخفضا في مدن القناة؟,Which job is considered underpaid in The Suez Canal Cities?
124,EG-DIA-125,Holidays/Celebration/Leisure	,Greek (Greece)	,ما هو الطعام الذي يُقدم خلال عيد القيامة في مدن القناة؟,What is the most common food served during Easter in The Suez Canal Cities?
125,EG-DIA-126,Holidays/Celebration/Leisure	,Greek (Greece)	,ما هو المشروب الذي يُقدم في الأفراح في مدن القناة؟,What drink is usually offered at weddings in The Suez Canal Cities?
126,EG-DIA-127,Food,Hausa (Northern Nigeria)	,ما هو الطعام الذي يعود أصله إلى مدن القناة ويمكن العثور عليه في جميع أنحاء العالم؟,What food originated from The Suez Canal Cities and can be found all over the world?
127,EG-DIA-128,Food,Hausa (Northern Nigeria)	,ما هو الطعام الذي يكرهه الأطفال و يستمتع به كبار السن عادة في مدن القناة؟,What food is typically disliked by children but enjoyed by the elderly in The Suez Canal Cities?
128,EG-DIA-129,Food,Hausa (Northern Nigeria)	,ما هو نوع الخضار الأكثر شعبية في مدن القناة؟,Which is the most popular vegetable in The Suez Canal Cities?
129,EG-DIA-130,Family	,Hausa (Northern Nigeria)	,ما هو أشهر مكان لإقامة الأفراح في مدن القناة؟,What is the most popular wedding venue in The Suez Canal Cities?
130,EG-DIA-131,Education,Indonesian (Indonesia)	,ما هي الجامعة في مدن القناة المشهورة بتخصص الهندسة؟ (استعمل الاسم الرسمي.),What university in The Suez Canal Cities is popular because of its engineering major? (Provide the official name.)
131,EG-DIA-132,Education,Indonesian (Indonesia)	,ما هي الجامعة في مدن القناة المشهورة بتخصص الطب؟ (استعمل الاسم الرسمي.),What university in The Suez Canal Cities is popular because of its school of medicine? (Provide the official name.)
132,EG-DIA-133,Holidays/Celebration/Leisure	,Indonesian (Indonesia)	,ما هي طريقة الدفع الأكثر استعمالا في مدن القناة؟,What is the most popular payment method in The Suez Canal Cities?
133,EG-DIA-134,Family,Korean (Korea)	,ما هو أشهر فيلم كرتون يشاهده الأطفال في مدن القناة بكثرة؟,What is the most popular children's animation that is commonly watched by kids in The Suez Canal Cities?
134,EG-DIA-135,Family,Korean (Korea)	,ما هي أشهر أغنية للأطفال التي تغنيها العائلات معًا في مدن القناة؟,What is the most popular children's song in The Suez Canal Cities that families sing together?
135,EG-DIA-136,Family,Korean (Korea)	,ما هي الألعاب الأكثر شعبية بين الفتيان في مدن القناة؟,Which toys are most popular among boys in The Suez Canal Cities?
136,EG-DIA-137,Family,Korean (Korea)	,ما هي الألعاب الأكثر شعبية بين الفتيات في مدن القناة؟,Which toys are most popular among girls in The Suez Canal Cities?
137,EG-DIA-138,Family,Korean (Korea)	,ما هي أشهر قصة شعبية تُروى عادة للأطفال في مدن القناة؟,What is the most popular folk tale in The Suez Canal Cities that is typically told to children?
138,EG-DIA-139,Work life,Korean (Korea)	,أين يميل طلاب الجامعة  للعمل بدوام جزئي في مدن القناة؟,Where do university students in The Suez Canal Cities tend to work part-time the most?
139,EG-DIA-140,Work life,Korean (Korea)	,ما هي الأنشطة التي يقوم بها الناس كعمل إضافي في مدن القناة؟,What are the most common activities people do as a side job in The Suez Canal Cities?
140,EG-DIA-141,Food,Persian (Iran)	,ما هو أشهر طاجين في مدن القناة؟,What is the most popular stew in The Suez Canal Cities?
141,EG-DIA-142,Food,Persian (Iran)	,ما هي التوابل أو الأعشاب الأكثر استعمالًا في أطباق مدن القناة؟,What is the most common spice/herb used in dishes from The Suez Canal Cities?
142,EG-DIA-143,Family,Persian (Iran)	,أين تتجمع العائلات للصلاة معًا في مدن القناة؟,Where do families gather to pray together in The Suez Canal Cities?
143,EG-DIA-144,Family,Persian (Iran)	,ما هي الهدايا التي يحصل عليها الآباء في عيد الأب (أو عيد الوالدين) في مدن القناة؟,What gifts do fathers get on Father's Day (or Parents' Day) in The Suez Canal Cities?
144,EG-DIA-145,Family,Persian (Iran)	,ما هي الهدايا التي تحصل عليها الأمهات في عيد الأم (أو عيد الوالدين) في مدن القناة؟,What gifts do mothers get on Mother's Day (or Parents' Day) in The Suez Canal Cities?
145,EG-DIA-146,Family,Persian (Iran)	,في العائلة الواحدة في مدن القناة، ما عدد الأجيال التي تعيش معًا في منزل واحد؟ (استعمل الأرقام العربية فقط مثل 12.),"How many generations typically live together in a household in The Suez Canal Cities? (Provide Arabic numerals (e.g., 12) only.)"
146,EG-DIA-147,Holidays/Celebration/Leisure	,Persian (Iran)	,ما هي النشاطات التي يمكن القيام بها في الحدائق في مدن القناة؟,What is a popular activity to do in parks in The Suez Canal Cities?
